#: name: Table 128
#: description: Polarization(LAMBDA) as a function of COS(THETA(K)) for the centre-of-mass range 1.7-1.71 GeV.

#: data_file: Table128.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: POL
#: keyword plabs: 1.072E+00,1.090E+00
#: keyword phrases: Exclusive | Polarization | Photoproduction | Strange production
#: keyword cmenergies: 1.7-1.71
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,1.705 (BIN=1.7 TO 1.71)
#: SQRT(S) [GeV],,,1.7-1.71
'COS(THETA(P=3,RF=CM)','COS(THETA(P=3,RF=CM) LOW','COS(THETA(P=3,RF=CM) HIGH','POL(P=4)','stat +','stat -','sys +','sys -'
-0.5,-0.55,-0.45,0.1117,0.055,-0.055,0.05,-0.05
-0.4,-0.45,-0.35,0.0041,0.0735,-0.0735,0.05,-0.05
-0.3,-0.35,-0.25,-0.0853,0.1,-0.1,0.05,-0.05
-0.2,-0.25,-0.15,-0.1477,0.1022,-0.1022,0.05,-0.05
-0.1,-0.15,-0.05,-0.1795,0.0744,-0.0744,0.05,-0.05
0.0,-0.05,0.05,-0.1894,0.0466,-0.0466,0.05,-0.05
0.1,0.05,0.15,-0.1891,0.0505,-0.0505,0.05,-0.05
0.2,0.15,0.25,-0.1945,0.0697,-0.0697,0.05,-0.05
0.3,0.25,0.35,-0.2167,0.0775,-0.0775,0.05,-0.05
0.4,0.35,0.45,-0.3115,0.0555,-0.0555,0.05,-0.05
0.5,0.45,0.55,-0.4039,0.0326,-0.0326,0.05,-0.05
0.6000000000000001,0.55,0.65,-0.4374,0.0213,-0.0213,0.05,-0.05
0.7,0.65,0.75,-0.4023,0.0348,-0.0348,0.05,-0.05
0.8,0.75,0.85,-0.2605,0.0703,-0.0703,0.05,-0.05
0.88,0.85,0.91,-0.0955,0.0925,-0.0925,0.05,-0.05

