#: name: Table 182
#: description: Polarization(LAMBDA) as a function of COS(THETA(K)) for the centre-of-mass range 2.24-2.25 GeV.

#: data_file: Table182.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: POL
#: keyword plabs: 2.206E+00,2.230E+00
#: keyword phrases: Exclusive | Polarization | Photoproduction | Strange production
#: keyword cmenergies: 2.24-2.25
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,2.245 (BIN=2.24 TO 2.25)
#: SQRT(S) [GeV],,,2.24-2.25
'COS(THETA(P=3,RF=CM)','COS(THETA(P=3,RF=CM) LOW','COS(THETA(P=3,RF=CM) HIGH','POL(P=4)','stat +','stat -','sys +','sys -'
-0.8,-0.85,-0.75,0.3374,0.1836,-0.1836,0.05,-0.05
-0.7,-0.75,-0.65,0.1619,0.1226,-0.1226,0.05,-0.05
-0.6000000000000001,-0.65,-0.55,-0.2318,0.1057,-0.1057,0.05,-0.05
-0.5,-0.55,-0.45,-0.5625,0.1382,-0.1382,0.05,-0.05
-0.4,-0.45,-0.35,-0.6709,0.1778,-0.1778,0.05,-0.05
-0.3,-0.35,-0.25,-0.5136,0.1455,-0.1455,0.05,-0.05
-0.2,-0.25,-0.15,-0.0713,0.0828,-0.0828,0.05,-0.05
-0.1,-0.15,-0.05,0.1508,0.0703,-0.0703,0.05,-0.05
0.0,-0.05,0.05,0.2562,0.0523,-0.0523,0.05,-0.05
0.1,0.05,0.15,0.217,0.0264,-0.0264,0.05,-0.05
0.2,0.15,0.25,0.0861,0.0133,-0.0133,0.05,-0.05
0.3,0.25,0.35,-0.0595,0.0185,-0.0185,0.05,-0.05
0.4,0.35,0.45,-0.2112,0.0345,-0.0345,0.05,-0.05
0.5,0.45,0.55,-0.4178,0.0385,-0.0385,0.05,-0.05
0.6000000000000001,0.55,0.65,-0.5628,0.0361,-0.0361,0.05,-0.05
0.7,0.65,0.75,-0.677,0.0218,-0.0218,0.05,-0.05
0.8,0.75,0.85,-0.7148,0.0384,-0.0384,0.05,-0.05
0.88,0.85,0.91,-0.6325,0.0395,-0.0395,0.05,-0.05

