#: name: Table 209
#: description: Polarization(LAMBDA) as a function of COS(THETA(K)) for the centre-of-mass range 2.51-2.52 GeV.

#: data_file: Table209.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: POL
#: keyword plabs: 2.889E+00,2.916E+00
#: keyword phrases: Exclusive | Polarization | Photoproduction | Strange production
#: keyword cmenergies: 2.51-2.52
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,2.515 (BIN=2.51 TO 2.52)
#: SQRT(S) [GeV],,,2.51-2.52
'COS(THETA(P=3,RF=CM)','COS(THETA(P=3,RF=CM) LOW','COS(THETA(P=3,RF=CM) HIGH','POL(P=4)','stat +','stat -','sys +','sys -'
-0.1,-0.15,-0.05,-0.262,0.1064,-0.1064,0.05,-0.05
0.0,-0.05,0.05,-0.2613,0.0678,-0.0678,0.05,-0.05
0.1,0.05,0.15,-0.1327,0.0499,-0.0499,0.05,-0.05
0.2,0.15,0.25,0.0165,0.0632,-0.0632,0.05,-0.05
0.3,0.25,0.35,0.1903,0.08,-0.08,0.05,-0.05
0.4,0.35,0.45,0.1041,0.0794,-0.0794,0.05,-0.05
0.5,0.45,0.55,-0.0918,0.0831,-0.0831,0.05,-0.05
0.6000000000000001,0.55,0.65,-0.301,0.0865,-0.0865,0.05,-0.05
0.7,0.65,0.75,-0.4884,0.0733,-0.0733,0.05,-0.05
0.8,0.75,0.85,-0.7022,0.0577,-0.0577,0.05,-0.05
0.87,0.85,0.89,-0.8525,0.0447,-0.0447,0.05,-0.05

