#: name: Table 220
#: description: Polarization(LAMBDA) as a function of COS(THETA(K)) for the centre-of-mass range 2.62-2.63 GeV.

#: data_file: Table220.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: POL
#: keyword plabs: 3.190E+00,3.218E+00
#: keyword phrases: Exclusive | Polarization | Photoproduction | Strange production
#: keyword cmenergies: 2.62-2.63
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,2.625 (BIN=2.62 TO 2.63)
#: SQRT(S) [GeV],,,2.62-2.63
'COS(THETA(P=3,RF=CM)','COS(THETA(P=3,RF=CM) LOW','COS(THETA(P=3,RF=CM) HIGH','POL(P=4)','stat +','stat -','sys +','sys -'
-0.1,-0.15,-0.05,-0.3748,0.1059,-0.1059,0.05,-0.05
0.0,-0.05,0.05,-0.61,0.1325,-0.1325,0.05,-0.05
0.1,0.05,0.15,-0.3571,0.1798,-0.1798,0.05,-0.05
0.2,0.15,0.25,-0.0482,0.1915,-0.1915,0.05,-0.05
0.3,0.25,0.35,0.1307,0.1623,-0.1623,0.05,-0.05
0.4,0.35,0.45,0.1401,0.12,-0.12,0.05,-0.05
0.5,0.45,0.55,-0.0651,0.0821,-0.0821,0.05,-0.05
0.6000000000000001,0.55,0.65,-0.3589,0.0378,-0.0378,0.05,-0.05
0.7,0.65,0.75,-0.6466,0.024,-0.024,0.05,-0.05
0.8,0.75,0.85,-0.7891,0.0364,-0.0364,0.05,-0.05
0.87,0.85,0.89,-0.6789,0.0362,-0.0362,0.05,-0.05

