#: table_doi: 10.17182/hepdata.54967.v1/t92
#: name: Table 92
#: description: Differential cross section as a function of COS(THETA(K)) for the centre-of-mass range 2.54-2.55 GeV.

#: data_file: Table92.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: DSIG/DCOSTHETA
#: keyword plabs: 2.970E+00,2.997E+00
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: keyword cmenergies: 2.54-2.55
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,2.545 (BIN=2.54 TO 2.55)
#: SQRT(S) [GeV],,,2.54-2.55
"COS(THETA(P=3,RF=CM)","COS(THETA(P=3,RF=CM) LOW","COS(THETA(P=3,RF=CM) HIGH","D(SIG)/DCOS(THETA(P=3,RF=CM) [MUB]",stat +,stat -,sys +,sys -
-0.8,-0.85,-0.75,0.0628,0.0145,-0.0145,0.0069,-0.0069
-0.7,-0.75,-0.65,0.0301,0.0061,-0.0061,0.0033,-0.0033
-0.6000000000000001,-0.65,-0.55,0.0329,0.0061,-0.0061,0.0036,-0.0036
-0.5,-0.55,-0.45,0.0256,0.0041,-0.0041,0.0028,-0.0028
-0.4,-0.45,-0.35,0.0224,0.0036,-0.0036,0.0025,-0.0025
-0.3,-0.35,-0.25,0.031,0.0046,-0.0046,0.0034,-0.0034
-0.2,-0.25,-0.15,0.0357,0.0044,-0.0044,0.0039,-0.0039
-0.1,-0.15,-0.05,0.0441,0.0058,-0.0058,0.0049,-0.0049
0.0,-0.05,0.05,0.0444,0.0042,-0.0042,0.0049,-0.0049
0.1,0.05,0.15,0.0482,0.0041,-0.0041,0.0053,-0.0053
0.2,0.15,0.25,0.0538,0.0042,-0.0042,0.0059,-0.0059
0.3,0.25,0.35,0.0654,0.0046,-0.0046,0.0072,-0.0072
0.4,0.35,0.45,0.0941,0.0067,-0.0067,0.0104,-0.0104
0.5,0.45,0.55,0.2163,0.009,-0.009,0.0238,-0.0238
0.6000000000000001,0.55,0.65,0.4064,0.0134,-0.0134,0.0447,-0.0447
0.7,0.65,0.75,0.7395,0.0184,-0.0184,0.0813,-0.0813
0.8,0.75,0.85,1.0303,0.0218,-0.0218,0.1133,-0.1133
0.87,0.85,0.89,1.0945,0.0435,-0.0435,0.1204,-0.1204

