#: table_doi: 10.17182/hepdata.54967.v1/t108
#: name: Table 108
#: description: Differential cross section as a function of COS(THETA(K)) for the centre-of-mass range 2.7-2.71 GeV.

#: data_file: Table108.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: DSIG/DCOSTHETA
#: keyword plabs: 3.417E+00,3.446E+00
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: keyword cmenergies: 2.7-2.71
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,2.705 (BIN=2.7 TO 2.71)
#: SQRT(S) [GeV],,,2.7-2.71
"COS(THETA(P=3,RF=CM)","COS(THETA(P=3,RF=CM) LOW","COS(THETA(P=3,RF=CM) HIGH","D(SIG)/DCOS(THETA(P=3,RF=CM) [MUB]",stat +,stat -,sys +,sys -
-0.8,-0.85,-0.75,0.046,0.0137,-0.0137,0.0051,-0.0051
-0.7,-0.75,-0.65,0.0364,0.0073,-0.0073,0.004,-0.004
-0.6000000000000001,-0.65,-0.55,0.0197,0.0049,-0.0049,0.0022,-0.0022
-0.5,-0.55,-0.45,0.0168,0.0042,-0.0042,0.0018,-0.0018
-0.4,-0.45,-0.35,0.0171,0.0037,-0.0037,0.0019,-0.0019
-0.3,-0.35,-0.25,0.0134,0.0028,-0.0028,0.0015,-0.0015
-0.2,-0.25,-0.15,0.0178,0.0051,-0.0051,0.002,-0.002
-0.1,-0.15,-0.05,0.017,0.0028,-0.0028,0.0019,-0.0019
0.0,-0.05,0.05,0.0163,0.0026,-0.0026,0.0018,-0.0018
0.1,0.05,0.15,0.0181,0.0026,-0.0026,0.002,-0.002
0.2,0.15,0.25,0.024,0.0031,-0.0031,0.0026,-0.0026
0.3,0.25,0.35,0.0234,0.0031,-0.0031,0.0026,-0.0026
0.4,0.35,0.45,0.0452,0.0041,-0.0041,0.005,-0.005
0.5,0.45,0.55,0.093,0.0069,-0.0069,0.0102,-0.0102
0.6000000000000001,0.55,0.65,0.2324,0.0114,-0.0114,0.0256,-0.0256
0.7,0.65,0.75,0.4619,0.0178,-0.0178,0.0508,-0.0508
0.8,0.75,0.85,0.7611,0.0214,-0.0214,0.0837,-0.0837
0.87,0.85,0.89,0.9524,0.1243,-0.1243,0.1048,-0.1048

