#: table_doi: 10.17182/hepdata.54967.v1/t43
#: name: Table 43
#: description: Differential cross section as a function of COS(THETA(K)) for the centre-of-mass range 2.05-2.06 GeV.

#: data_file: Table43.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: DSIG/DCOSTHETA
#: keyword plabs: 1.771E+00,1.793E+00
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: keyword cmenergies: 2.05-2.06
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,2.055 (BIN=2.05 TO 2.06)
#: SQRT(S) [GeV],,,2.05-2.06
"COS(THETA(P=3,RF=CM)","COS(THETA(P=3,RF=CM) LOW","COS(THETA(P=3,RF=CM) HIGH","D(SIG)/DCOS(THETA(P=3,RF=CM) [MUB]",stat +,stat -,sys +,sys -
-0.8999999999999999,-0.95,-0.85,0.5458,0.2441,-0.2441,0.06,-0.06
-0.8,-0.85,-0.75,0.4503,0.0406,-0.0406,0.0495,-0.0495
-0.7,-0.75,-0.65,0.3381,0.0186,-0.0186,0.0372,-0.0372
-0.6000000000000001,-0.65,-0.55,0.2545,0.0156,-0.0156,0.028,-0.028
-0.5,-0.55,-0.45,0.1841,0.0111,-0.0111,0.0203,-0.0203
-0.4,-0.45,-0.35,0.1524,0.0092,-0.0092,0.0168,-0.0168
-0.3,-0.35,-0.25,0.1591,0.0082,-0.0082,0.0175,-0.0175
-0.2,-0.25,-0.15,0.2078,0.0094,-0.0094,0.0229,-0.0229
-0.1,-0.15,-0.05,0.3205,0.0125,-0.0125,0.0353,-0.0353
0.0,-0.05,0.05,0.4535,0.0153,-0.0153,0.0499,-0.0499
0.1,0.05,0.15,0.5792,0.0182,-0.0182,0.0637,-0.0637
0.2,0.15,0.25,0.7,0.0154,-0.0154,0.077,-0.077
0.3,0.25,0.35,0.8863,0.0184,-0.0184,0.0975,-0.0975
0.4,0.35,0.45,1.0768,0.0206,-0.0206,0.1184,-0.1184
0.5,0.45,0.55,1.1778,0.0203,-0.0203,0.1296,-0.1296
0.6000000000000001,0.55,0.65,1.4385,0.0231,-0.0231,0.1582,-0.1582
0.7,0.65,0.75,1.742,0.028,-0.028,0.1916,-0.1916
0.8,0.75,0.85,1.7498,0.0331,-0.0331,0.1925,-0.1925
0.89,0.85,0.93,1.7517,0.0993,-0.0993,0.1927,-0.1927

