#: table_doi: 10.17182/hepdata.54967.v1/t13
#: name: Table 13
#: description: Differential cross section as a function of COS(THETA(K)) for the centre-of-mass range 1.74-1.75 GeV.

#: data_file: Table13.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: DSIG/DCOSTHETA
#: keyword plabs: 1.145E+00,1.163E+00
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: keyword cmenergies: 1.74-1.75
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,1.745 (BIN=1.74 TO 1.75)
#: SQRT(S) [GeV],,,1.74-1.75
"COS(THETA(P=3,RF=CM)","COS(THETA(P=3,RF=CM) LOW","COS(THETA(P=3,RF=CM) HIGH","D(SIG)/DCOS(THETA(P=3,RF=CM) [MUB]",stat +,stat -,sys +,sys -
-0.4,-0.45,-0.35,0.9824,0.1778,-0.1778,0.1081,-0.1081
-0.3,-0.35,-0.25,0.6405,0.0555,-0.0555,0.0705,-0.0705
-0.2,-0.25,-0.15,0.8522,0.0432,-0.0432,0.0937,-0.0937
-0.1,-0.15,-0.05,1.0213,0.0465,-0.0465,0.1123,-0.1123
0.0,-0.05,0.05,1.0717,0.0479,-0.0479,0.1179,-0.1179
0.1,0.05,0.15,1.2318,0.047,-0.047,0.1355,-0.1355
0.2,0.15,0.25,1.5351,0.0637,-0.0637,0.1689,-0.1689
0.3,0.25,0.35,1.4487,0.0448,-0.0448,0.1594,-0.1594
0.4,0.35,0.45,1.6291,0.0477,-0.0477,0.1792,-0.1792
0.5,0.45,0.55,1.841,0.054,-0.054,0.2025,-0.2025
0.6000000000000001,0.55,0.65,2.112,0.0606,-0.0606,0.2323,-0.2323
0.7,0.65,0.75,2.1554,0.0827,-0.0827,0.2371,-0.2371
0.8,0.75,0.85,2.4655,0.1037,-0.1037,0.2712,-0.2712
0.89,0.85,0.93,2.197,0.1961,-0.1961,0.2417,-0.2417

