#: table_doi: 10.17182/hepdata.54967.v1/t63
#: name: Table 63
#: description: Differential cross section as a function of COS(THETA(K)) for the centre-of-mass range 2.25-2.26 GeV.

#: data_file: Table63.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: DSIG/DCOSTHETA
#: keyword plabs: 2.230E+00,2.254E+00
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: keyword cmenergies: 2.25-2.26
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,2.255 (BIN=2.25 TO 2.26)
#: SQRT(S) [GeV],,,2.25-2.26
"COS(THETA(P=3,RF=CM)","COS(THETA(P=3,RF=CM) LOW","COS(THETA(P=3,RF=CM) HIGH","D(SIG)/DCOS(THETA(P=3,RF=CM) [MUB]",stat +,stat -,sys +,sys -
-0.89,-0.93,-0.85,0.2148,0.0748,-0.0748,0.0236,-0.0236
-0.8,-0.85,-0.75,0.2404,0.0308,-0.0308,0.0264,-0.0264
-0.7,-0.75,-0.65,0.1931,0.0159,-0.0159,0.0212,-0.0212
-0.6000000000000001,-0.65,-0.55,0.1457,0.0105,-0.0105,0.016,-0.016
-0.5,-0.55,-0.45,0.1286,0.0093,-0.0093,0.0141,-0.0141
-0.4,-0.45,-0.35,0.1125,0.0078,-0.0078,0.0124,-0.0124
-0.3,-0.35,-0.25,0.1059,0.0071,-0.0071,0.0116,-0.0116
-0.2,-0.25,-0.15,0.109,0.0079,-0.0079,0.012,-0.012
-0.1,-0.15,-0.05,0.1136,0.0072,-0.0072,0.0125,-0.0125
0.0,-0.05,0.05,0.1468,0.0102,-0.0102,0.0161,-0.0161
0.1,0.05,0.15,0.17,0.0078,-0.0078,0.0187,-0.0187
0.2,0.15,0.25,0.2473,0.0092,-0.0092,0.0272,-0.0272
0.3,0.25,0.35,0.3204,0.0107,-0.0107,0.0352,-0.0352
0.4,0.35,0.45,0.4396,0.0124,-0.0124,0.0484,-0.0484
0.5,0.45,0.55,0.6459,0.0147,-0.0147,0.071,-0.071
0.6000000000000001,0.55,0.65,0.9139,0.0186,-0.0186,0.1005,-0.1005
0.7,0.65,0.75,1.2386,0.0232,-0.0232,0.1362,-0.1362
0.8,0.75,0.85,1.565,0.0283,-0.0283,0.1721,-0.1721
0.88,0.85,0.91,1.5228,0.0649,-0.0649,0.1675,-0.1675

