#: table_doi: 10.17182/hepdata.54967.v1/t68
#: name: Table 68
#: description: Differential cross section as a function of COS(THETA(K)) for the centre-of-mass range 2.3-2.31 GeV.

#: data_file: Table68.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: DSIG/DCOSTHETA
#: keyword plabs: 2.351E+00,2.375E+00
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: keyword cmenergies: 2.3-2.31
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,2.305 (BIN=2.3 TO 2.31)
#: SQRT(S) [GeV],,,2.3-2.31
"COS(THETA(P=3,RF=CM)","COS(THETA(P=3,RF=CM) LOW","COS(THETA(P=3,RF=CM) HIGH","D(SIG)/DCOS(THETA(P=3,RF=CM) [MUB]",stat +,stat -,sys +,sys -
-0.89,-0.93,-0.85,0.2423,0.0671,-0.0671,0.0267,-0.0267
-0.8,-0.85,-0.75,0.172,0.0237,-0.0237,0.0189,-0.0189
-0.7,-0.75,-0.65,0.148,0.0131,-0.0131,0.0163,-0.0163
-0.6000000000000001,-0.65,-0.55,0.1038,0.0102,-0.0102,0.0114,-0.0114
-0.5,-0.55,-0.45,0.0939,0.0084,-0.0084,0.0103,-0.0103
-0.4,-0.45,-0.35,0.0843,0.0064,-0.0064,0.0093,-0.0093
-0.3,-0.35,-0.25,0.0933,0.0063,-0.0063,0.0103,-0.0103
-0.2,-0.25,-0.15,0.0931,0.0067,-0.0067,0.0102,-0.0102
-0.1,-0.15,-0.05,0.0961,0.0073,-0.0073,0.0106,-0.0106
0.0,-0.05,0.05,0.1303,0.0091,-0.0091,0.0143,-0.0143
0.1,0.05,0.15,0.1387,0.0067,-0.0067,0.0153,-0.0153
0.2,0.15,0.25,0.1804,0.0073,-0.0073,0.0198,-0.0198
0.3,0.25,0.35,0.242,0.0088,-0.0088,0.0266,-0.0266
0.4,0.35,0.45,0.3479,0.0107,-0.0107,0.0383,-0.0383
0.5,0.45,0.55,0.5352,0.013,-0.013,0.0589,-0.0589
0.6000000000000001,0.55,0.65,0.7943,0.0171,-0.0171,0.0874,-0.0874
0.7,0.65,0.75,1.0784,0.0213,-0.0213,0.1186,-0.1186
0.8,0.75,0.85,1.4643,0.026,-0.026,0.1611,-0.1611
0.88,0.85,0.91,1.4637,0.0478,-0.0478,0.161,-0.161

