#: table_doi: 10.17182/hepdata.54967.v1/t69
#: name: Table 69
#: description: Differential cross section as a function of COS(THETA(K)) for the centre-of-mass range 2.31-2.32 GeV.

#: data_file: Table69.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: DSIG/DCOSTHETA
#: keyword plabs: 2.375E+00,2.400E+00
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: keyword cmenergies: 2.31-2.32
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,2.315 (BIN=2.31 TO 2.32)
#: SQRT(S) [GeV],,,2.31-2.32
"COS(THETA(P=3,RF=CM)","COS(THETA(P=3,RF=CM) LOW","COS(THETA(P=3,RF=CM) HIGH","D(SIG)/DCOS(THETA(P=3,RF=CM) [MUB]",stat +,stat -,sys +,sys -
-0.89,-0.93,-0.85,0.1624,0.0491,-0.0491,0.0179,-0.0179
-0.8,-0.85,-0.75,0.2208,0.0301,-0.0301,0.0243,-0.0243
-0.7,-0.75,-0.65,0.1301,0.0128,-0.0128,0.0143,-0.0143
-0.6000000000000001,-0.65,-0.55,0.1084,0.0093,-0.0093,0.0119,-0.0119
-0.5,-0.55,-0.45,0.0781,0.007,-0.007,0.0086,-0.0086
-0.4,-0.45,-0.35,0.0805,0.0065,-0.0065,0.0089,-0.0089
-0.3,-0.35,-0.25,0.0786,0.0061,-0.0061,0.0086,-0.0086
-0.2,-0.25,-0.15,0.0678,0.0059,-0.0059,0.0075,-0.0075
-0.1,-0.15,-0.05,0.0857,0.0073,-0.0073,0.0094,-0.0094
0.0,-0.05,0.05,0.0953,0.0074,-0.0074,0.0105,-0.0105
0.1,0.05,0.15,0.1248,0.0067,-0.0067,0.0137,-0.0137
0.2,0.15,0.25,0.1788,0.0077,-0.0077,0.0197,-0.0197
0.3,0.25,0.35,0.2019,0.0084,-0.0084,0.0222,-0.0222
0.4,0.35,0.45,0.3132,0.0105,-0.0105,0.0345,-0.0345
0.5,0.45,0.55,0.4611,0.0125,-0.0125,0.0507,-0.0507
0.6000000000000001,0.55,0.65,0.7016,0.0166,-0.0166,0.0772,-0.0772
0.7,0.65,0.75,0.9638,0.0202,-0.0202,0.106,-0.106
0.8,0.75,0.85,1.3491,0.0259,-0.0259,0.1484,-0.1484
0.88,0.85,0.91,1.3479,0.0502,-0.0502,0.1483,-0.1483

