#: table_doi: 10.17182/hepdata.54967.v1/t76
#: name: Table 76
#: description: Differential cross section as a function of COS(THETA(K)) for the centre-of-mass range 2.38-2.39 GeV.

#: data_file: Table76.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: DSIG/DCOSTHETA
#: keyword plabs: 2.550E+00,2.576E+00
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: keyword cmenergies: 2.38-2.39
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,2.385 (BIN=2.38 TO 2.39)
#: SQRT(S) [GeV],,,2.38-2.39
"COS(THETA(P=3,RF=CM)","COS(THETA(P=3,RF=CM) LOW","COS(THETA(P=3,RF=CM) HIGH","D(SIG)/DCOS(THETA(P=3,RF=CM) [MUB]",stat +,stat -,sys +,sys -
-0.8,-0.85,-0.75,0.11,0.0201,-0.0201,0.0121,-0.0121
-0.7,-0.75,-0.65,0.0911,0.0107,-0.0107,0.01,-0.01
-0.6000000000000001,-0.65,-0.55,0.0741,0.0078,-0.0078,0.0082,-0.0082
-0.5,-0.55,-0.45,0.0693,0.0068,-0.0068,0.0076,-0.0076
-0.4,-0.45,-0.35,0.0586,0.0057,-0.0057,0.0064,-0.0064
-0.3,-0.35,-0.25,0.0613,0.0058,-0.0058,0.0067,-0.0067
-0.2,-0.25,-0.15,0.0722,0.0063,-0.0063,0.0079,-0.0079
-0.1,-0.15,-0.05,0.0581,0.0064,-0.0064,0.0064,-0.0064
0.0,-0.05,0.05,0.0798,0.0061,-0.0061,0.0088,-0.0088
0.1,0.05,0.15,0.0761,0.0052,-0.0052,0.0084,-0.0084
0.2,0.15,0.25,0.1044,0.006,-0.006,0.0115,-0.0115
0.3,0.25,0.35,0.1463,0.0074,-0.0074,0.0161,-0.0161
0.4,0.35,0.45,0.2111,0.0092,-0.0092,0.0232,-0.0232
0.5,0.45,0.55,0.3737,0.0131,-0.0131,0.0411,-0.0411
0.6000000000000001,0.55,0.65,0.5455,0.0167,-0.0167,0.06,-0.06
0.7,0.65,0.75,0.8811,0.0215,-0.0215,0.0969,-0.0969
0.8,0.75,0.85,1.1525,0.0258,-0.0258,0.1268,-0.1268
0.88,0.85,0.91,1.227,0.0552,-0.0552,0.135,-0.135

