#: table_doi: 10.17182/hepdata.54967.v1/t42
#: name: Table 42
#: description: Differential cross section as a function of COS(THETA(K)) for the centre-of-mass range 2.04-2.05 GeV.

#: data_file: Table42.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: DSIG/DCOSTHETA
#: keyword plabs: 1.749E+00,1.771E+00
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: keyword cmenergies: 2.04-2.05
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,2.045 (BIN=2.04 TO 2.05)
#: SQRT(S) [GeV],,,2.04-2.05
"COS(THETA(P=3,RF=CM)","COS(THETA(P=3,RF=CM) LOW","COS(THETA(P=3,RF=CM) HIGH","D(SIG)/DCOS(THETA(P=3,RF=CM) [MUB]",stat +,stat -,sys +,sys -
-0.8999999999999999,-0.95,-0.85,0.5902,0.1289,-0.1289,0.0649,-0.0649
-0.8,-0.85,-0.75,0.5858,0.0523,-0.0523,0.0644,-0.0644
-0.7,-0.75,-0.65,0.3486,0.0197,-0.0197,0.0383,-0.0383
-0.6000000000000001,-0.65,-0.55,0.2713,0.0158,-0.0158,0.0298,-0.0298
-0.5,-0.55,-0.45,0.2042,0.0155,-0.0155,0.0225,-0.0225
-0.4,-0.45,-0.35,0.1757,0.01,-0.01,0.0193,-0.0193
-0.3,-0.35,-0.25,0.1831,0.0093,-0.0093,0.0201,-0.0201
-0.2,-0.25,-0.15,0.2316,0.0107,-0.0107,0.0255,-0.0255
-0.1,-0.15,-0.05,0.3455,0.0138,-0.0138,0.038,-0.038
0.0,-0.05,0.05,0.4698,0.0161,-0.0161,0.0517,-0.0517
0.1,0.05,0.15,0.5821,0.0198,-0.0198,0.064,-0.064
0.2,0.15,0.25,0.6844,0.0162,-0.0162,0.0753,-0.0753
0.3,0.25,0.35,0.9117,0.0224,-0.0224,0.1003,-0.1003
0.4,0.35,0.45,1.0654,0.0213,-0.0213,0.1172,-0.1172
0.5,0.45,0.55,1.204,0.0217,-0.0217,0.1324,-0.1324
0.6000000000000001,0.55,0.65,1.447,0.0243,-0.0243,0.1592,-0.1592
0.7,0.65,0.75,1.6007,0.0273,-0.0273,0.1761,-0.1761
0.8,0.75,0.85,1.6841,0.0336,-0.0336,0.1853,-0.1853
0.89,0.85,0.93,2.1555,0.1181,-0.1181,0.2371,-0.2371

