#: table_doi: 10.17182/hepdata.54967.v1/t49
#: name: Table 49
#: description: Differential cross section as a function of COS(THETA(K)) for the centre-of-mass range 2.11-2.12 GeV.

#: data_file: Table49.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: DSIG/DCOSTHETA
#: keyword plabs: 1.904E+00,1.927E+00
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: keyword cmenergies: 2.11-2.12
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,2.115 (BIN=2.11 TO 2.12)
#: SQRT(S) [GeV],,,2.11-2.12
"COS(THETA(P=3,RF=CM)","COS(THETA(P=3,RF=CM) LOW","COS(THETA(P=3,RF=CM) HIGH","D(SIG)/DCOS(THETA(P=3,RF=CM) [MUB]",stat +,stat -,sys +,sys -
-0.89,-0.93,-0.85,0.5415,0.1428,-0.1428,0.0596,-0.0596
-0.8,-0.85,-0.75,0.4114,0.0427,-0.0427,0.0453,-0.0453
-0.7,-0.75,-0.65,0.287,0.021,-0.021,0.0316,-0.0316
-0.6000000000000001,-0.65,-0.55,0.2369,0.0142,-0.0142,0.0261,-0.0261
-0.5,-0.55,-0.45,0.1943,0.0122,-0.0122,0.0214,-0.0214
-0.4,-0.45,-0.35,0.1473,0.0094,-0.0094,0.0162,-0.0162
-0.3,-0.35,-0.25,0.1583,0.0101,-0.0101,0.0174,-0.0174
-0.2,-0.25,-0.15,0.1875,0.0101,-0.0101,0.0206,-0.0206
-0.1,-0.15,-0.05,0.2218,0.0106,-0.0106,0.0244,-0.0244
0.0,-0.05,0.05,0.3502,0.0161,-0.0161,0.0385,-0.0385
0.1,0.05,0.15,0.4013,0.014,-0.014,0.0441,-0.0441
0.2,0.15,0.25,0.5435,0.0142,-0.0142,0.0598,-0.0598
0.3,0.25,0.35,0.7375,0.0179,-0.0179,0.0811,-0.0811
0.4,0.35,0.45,0.8536,0.019,-0.019,0.0939,-0.0939
0.5,0.45,0.55,1.0851,0.0207,-0.0207,0.1194,-0.1194
0.6000000000000001,0.55,0.65,1.2999,0.0228,-0.0228,0.143,-0.143
0.7,0.65,0.75,1.4835,0.0264,-0.0264,0.1632,-0.1632
0.8,0.75,0.85,1.686,0.0333,-0.0333,0.1855,-0.1855
0.89,0.85,0.93,1.8452,0.1346,-0.1346,0.203,-0.203

