#: table_doi: 10.17182/hepdata.54967.v1/t53
#: name: Table 53
#: description: Differential cross section as a function of COS(THETA(K)) for the centre-of-mass range 2.15-2.16 GeV.

#: data_file: Table53.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: DSIG/DCOSTHETA
#: keyword plabs: 1.995E+00,2.018E+00
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: keyword cmenergies: 2.15-2.16
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,2.155 (BIN=2.15 TO 2.16)
#: SQRT(S) [GeV],,,2.15-2.16
"COS(THETA(P=3,RF=CM)","COS(THETA(P=3,RF=CM) LOW","COS(THETA(P=3,RF=CM) HIGH","D(SIG)/DCOS(THETA(P=3,RF=CM) [MUB]",stat +,stat -,sys +,sys -
-0.8999999999999999,-0.95,-0.85,0.3509,0.1313,-0.1313,0.0386,-0.0386
-0.8,-0.85,-0.75,0.3334,0.0359,-0.0359,0.0367,-0.0367
-0.7,-0.75,-0.65,0.2748,0.0189,-0.0189,0.0302,-0.0302
-0.6000000000000001,-0.65,-0.55,0.2307,0.0134,-0.0134,0.0254,-0.0254
-0.5,-0.55,-0.45,0.1765,0.011,-0.011,0.0194,-0.0194
-0.4,-0.45,-0.35,0.1546,0.0092,-0.0092,0.017,-0.017
-0.3,-0.35,-0.25,0.1456,0.0079,-0.0079,0.016,-0.016
-0.2,-0.25,-0.15,0.1709,0.0095,-0.0095,0.0188,-0.0188
-0.1,-0.15,-0.05,0.1902,0.0094,-0.0094,0.0209,-0.0209
0.0,-0.05,0.05,0.2751,0.0144,-0.0144,0.0303,-0.0303
0.1,0.05,0.15,0.3052,0.0112,-0.0112,0.0336,-0.0336
0.2,0.15,0.25,0.3989,0.0114,-0.0114,0.0439,-0.0439
0.3,0.25,0.35,0.5399,0.0142,-0.0142,0.0594,-0.0594
0.4,0.35,0.45,0.6911,0.0161,-0.0161,0.076,-0.076
0.5,0.45,0.55,0.8759,0.0175,-0.0175,0.0963,-0.0963
0.6000000000000001,0.55,0.65,1.1161,0.0201,-0.0201,0.1228,-0.1228
0.7,0.65,0.75,1.4224,0.0255,-0.0255,0.1565,-0.1565
0.8,0.75,0.85,1.529,0.0284,-0.0284,0.1682,-0.1682
0.88,0.85,0.91,1.5914,0.0544,-0.0544,0.1751,-0.1751

