#: table_doi: 10.17182/hepdata.54967.v1/t115
#: name: Table 115
#: description: Differential cross section as a function of COS(THETA(K)) for the centre-of-mass range 2.79-2.8 GeV.

#: data_file: Table115.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: DSIG/DCOSTHETA
#: keyword plabs: 3.680E+00,3.710E+00
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: keyword cmenergies: 2.79-2.8
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,2.795 (BIN=2.79 TO 2.8)
#: SQRT(S) [GeV],,,2.79-2.8
"COS(THETA(P=3,RF=CM)","COS(THETA(P=3,RF=CM) LOW","COS(THETA(P=3,RF=CM) HIGH","D(SIG)/DCOS(THETA(P=3,RF=CM) [MUB]",stat +,stat -,sys +,sys -
-0.8,-0.85,-0.75,0.0342,0.0114,-0.0114,0.0038,-0.0038
-0.7,-0.75,-0.65,0.0188,0.0053,-0.0053,0.0021,-0.0021
-0.6000000000000001,-0.65,-0.55,0.0123,0.0039,-0.0039,0.0014,-0.0014
-0.5,-0.55,-0.45,0.01,0.0034,-0.0034,0.0011,-0.0011
-0.4,-0.45,-0.35,0.0117,0.0031,-0.0031,0.0013,-0.0013
-0.3,-0.35,-0.25,0.0086,0.0024,-0.0024,0.0009,-0.0009
-0.2,-0.25,-0.15,0.0157,0.0038,-0.0038,0.0017,-0.0017
-0.1,-0.15,-0.05,0.0084,0.002,-0.002,0.0009,-0.0009
0.0,-0.05,0.05,0.0125,0.0023,-0.0023,0.0014,-0.0014
0.1,0.05,0.15,0.0136,0.0023,-0.0023,0.0015,-0.0015
0.2,0.15,0.25,0.0117,0.0024,-0.0024,0.0013,-0.0013
0.3,0.25,0.35,0.0175,0.0025,-0.0025,0.0019,-0.0019
0.4,0.35,0.45,0.0274,0.0031,-0.0031,0.003,-0.003
0.5,0.45,0.55,0.0571,0.005,-0.005,0.0063,-0.0063
0.6000000000000001,0.55,0.65,0.1741,0.009,-0.009,0.0192,-0.0192
0.7,0.65,0.75,0.3623,0.0131,-0.0131,0.0399,-0.0399
0.8,0.75,0.85,0.7175,0.0196,-0.0196,0.0789,-0.0789
0.86,0.85,0.87,0.7328,0.0553,-0.0553,0.0806,-0.0806

