#: table_doi: 10.17182/hepdata.54967.v1/t20
#: name: Table 20
#: description: Differential cross section as a function of COS(THETA(K)) for the centre-of-mass range 1.81-1.82 GeV.

#: data_file: Table20.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: DSIG/DCOSTHETA
#: keyword plabs: 1.277E+00,1.297E+00
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: keyword cmenergies: 1.81-1.82
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,1.815 (BIN=1.81 TO 1.82)
#: SQRT(S) [GeV],,,1.81-1.82
"COS(THETA(P=3,RF=CM)","COS(THETA(P=3,RF=CM) LOW","COS(THETA(P=3,RF=CM) HIGH","D(SIG)/DCOS(THETA(P=3,RF=CM) [MUB]",stat +,stat -,sys +,sys -
-0.7,-0.75,-0.65,0.524,0.2432,-0.2432,0.0576,-0.0576
-0.6000000000000001,-0.65,-0.55,0.6422,0.0903,-0.0903,0.0706,-0.0706
-0.5,-0.55,-0.45,0.6791,0.0613,-0.0613,0.0747,-0.0747
-0.4,-0.45,-0.35,0.7692,0.0402,-0.0402,0.0846,-0.0846
-0.3,-0.35,-0.25,0.7768,0.0371,-0.0371,0.0854,-0.0854
-0.2,-0.25,-0.15,0.9103,0.0376,-0.0376,0.1001,-0.1001
-0.1,-0.15,-0.05,1.0684,0.0452,-0.0452,0.1175,-0.1175
0.0,-0.05,0.05,1.1322,0.0449,-0.0449,0.1245,-0.1245
0.1,0.05,0.15,1.3891,0.0529,-0.0529,0.1528,-0.1528
0.2,0.15,0.25,1.4626,0.063,-0.063,0.1609,-0.1609
0.3,0.25,0.35,1.4553,0.0417,-0.0417,0.1601,-0.1601
0.4,0.35,0.45,1.692,0.0487,-0.0487,0.1861,-0.1861
0.5,0.45,0.55,1.8054,0.051,-0.051,0.1986,-0.1986
0.6000000000000001,0.55,0.65,2.0011,0.0541,-0.0541,0.2201,-0.2201
0.7,0.65,0.75,2.1094,0.0586,-0.0586,0.232,-0.232
0.8,0.75,0.85,2.142,0.0959,-0.0959,0.2356,-0.2356
0.89,0.85,0.93,2.2361,0.1688,-0.1688,0.246,-0.246

