#: table_doi: 10.17182/hepdata.54967.v1/t91
#: name: Table 91
#: description: Differential cross section as a function of COS(THETA(K)) for the centre-of-mass range 2.53-2.54 GeV.

#: data_file: Table91.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: DSIG/DCOSTHETA
#: keyword plabs: 2.943E+00,2.970E+00
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: keyword cmenergies: 2.53-2.54
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,2.535 (BIN=2.53 TO 2.54)
#: SQRT(S) [GeV],,,2.53-2.54
"COS(THETA(P=3,RF=CM)","COS(THETA(P=3,RF=CM) LOW","COS(THETA(P=3,RF=CM) HIGH","D(SIG)/DCOS(THETA(P=3,RF=CM) [MUB]",stat +,stat -,sys +,sys -
-0.8,-0.85,-0.75,0.0625,0.0139,-0.0139,0.0069,-0.0069
-0.7,-0.75,-0.65,0.0407,0.007,-0.007,0.0045,-0.0045
-0.6000000000000001,-0.65,-0.55,0.0265,0.0051,-0.0051,0.0029,-0.0029
-0.5,-0.55,-0.45,0.0241,0.0047,-0.0047,0.0027,-0.0027
-0.4,-0.45,-0.35,0.0267,0.0037,-0.0037,0.0029,-0.0029
-0.3,-0.35,-0.25,0.0403,0.005,-0.005,0.0044,-0.0044
-0.2,-0.25,-0.15,0.0468,0.005,-0.005,0.0051,-0.0051
-0.1,-0.15,-0.05,0.0397,0.0053,-0.0053,0.0044,-0.0044
0.0,-0.05,0.05,0.0464,0.0043,-0.0043,0.0051,-0.0051
0.1,0.05,0.15,0.044,0.0039,-0.0039,0.0048,-0.0048
0.2,0.15,0.25,0.0521,0.0041,-0.0041,0.0057,-0.0057
0.3,0.25,0.35,0.064,0.0047,-0.0047,0.007,-0.007
0.4,0.35,0.45,0.0946,0.0056,-0.0056,0.0104,-0.0104
0.5,0.45,0.55,0.2124,0.0086,-0.0086,0.0234,-0.0234
0.6000000000000001,0.55,0.65,0.3884,0.0125,-0.0125,0.0427,-0.0427
0.7,0.65,0.75,0.6829,0.0171,-0.0171,0.0751,-0.0751
0.8,0.75,0.85,1.0067,0.0209,-0.0209,0.1107,-0.1107
0.87,0.85,0.89,1.1456,0.0436,-0.0436,0.126,-0.126

