#: table_doi: 10.17182/hepdata.54967.v1/t5
#: name: Table 5
#: description: Differential cross section as a function of COS(THETA(K)) for the centre-of-mass range 1.66-1.67 GeV.

#: data_file: Table5.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: DSIG/DCOSTHETA
#: keyword plabs: 1.000E+00,1.018E+00
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: keyword cmenergies: 1.66-1.67
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,1.665 (BIN=1.66 TO 1.67)
#: SQRT(S) [GeV],,,1.66-1.67
"COS(THETA(P=3,RF=CM)","COS(THETA(P=3,RF=CM) LOW","COS(THETA(P=3,RF=CM) HIGH","D(SIG)/DCOS(THETA(P=3,RF=CM) [MUB]",stat +,stat -,sys +,sys -
0.0,-0.05,0.05,0.9013,0.0766,-0.0766,0.0991,-0.0991
0.1,0.05,0.15,1.0479,0.086,-0.086,0.1153,-0.1153
0.2,0.15,0.25,1.0167,0.1278,-0.1278,0.1118,-0.1118
0.3,0.25,0.35,1.0531,0.0827,-0.0827,0.1158,-0.1158
0.4,0.35,0.45,1.0117,0.0678,-0.0678,0.1113,-0.1113
0.5,0.45,0.55,1.0984,0.0774,-0.0774,0.1208,-0.1208
0.6000000000000001,0.55,0.65,1.2022,0.086,-0.086,0.1322,-0.1322
0.7,0.65,0.75,1.3292,0.1022,-0.1022,0.1462,-0.1462
0.8,0.75,0.85,1.2799,0.1137,-0.1137,0.1408,-0.1408

