#: table_doi: 10.17182/hepdata.54967.v1/t77
#: name: Table 77
#: description: Differential cross section as a function of COS(THETA(K)) for the centre-of-mass range 2.39-2.4 GeV.

#: data_file: Table77.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: DSIG/DCOSTHETA
#: keyword plabs: 2.576E+00,2.601E+00
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: keyword cmenergies: 2.39-2.4
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,2.395 (BIN=2.39 TO 2.4)
#: SQRT(S) [GeV],,,2.39-2.4
"COS(THETA(P=3,RF=CM)","COS(THETA(P=3,RF=CM) LOW","COS(THETA(P=3,RF=CM) HIGH","D(SIG)/DCOS(THETA(P=3,RF=CM) [MUB]",stat +,stat -,sys +,sys -
-0.8,-0.85,-0.75,0.113,0.0223,-0.0223,0.0124,-0.0124
-0.7,-0.75,-0.65,0.1006,0.0122,-0.0122,0.0111,-0.0111
-0.6000000000000001,-0.65,-0.55,0.0735,0.0084,-0.0084,0.0081,-0.0081
-0.5,-0.55,-0.45,0.0461,0.0057,-0.0057,0.0051,-0.0051
-0.4,-0.45,-0.35,0.0565,0.0058,-0.0058,0.0062,-0.0062
-0.3,-0.35,-0.25,0.0629,0.0062,-0.0062,0.0069,-0.0069
-0.2,-0.25,-0.15,0.0678,0.0063,-0.0063,0.0075,-0.0075
-0.1,-0.15,-0.05,0.0784,0.0079,-0.0079,0.0086,-0.0086
0.0,-0.05,0.05,0.0677,0.0056,-0.0056,0.0074,-0.0074
0.1,0.05,0.15,0.0795,0.0057,-0.0057,0.0087,-0.0087
0.2,0.15,0.25,0.0783,0.0053,-0.0053,0.0086,-0.0086
0.3,0.25,0.35,0.1362,0.0073,-0.0073,0.015,-0.015
0.4,0.35,0.45,0.2142,0.0095,-0.0095,0.0236,-0.0236
0.5,0.45,0.55,0.345,0.012,-0.012,0.0379,-0.0379
0.6000000000000001,0.55,0.65,0.5962,0.018,-0.018,0.0656,-0.0656
0.7,0.65,0.75,0.8631,0.0261,-0.0261,0.0949,-0.0949
0.8,0.75,0.85,1.1592,0.0248,-0.0248,0.1275,-0.1275
0.88,0.85,0.91,1.2522,0.0612,-0.0612,0.1377,-0.1377

