#: table_doi: 10.17182/hepdata.54967.v1/t72
#: name: Table 72
#: description: Differential cross section as a function of COS(THETA(K)) for the centre-of-mass range 2.34-2.35 GeV.

#: data_file: Table72.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: DSIG/DCOSTHETA
#: keyword plabs: 2.450E+00,2.475E+00
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: keyword cmenergies: 2.34-2.35
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,2.345 (BIN=2.34 TO 2.35)
#: SQRT(S) [GeV],,,2.34-2.35
"COS(THETA(P=3,RF=CM)","COS(THETA(P=3,RF=CM) LOW","COS(THETA(P=3,RF=CM) HIGH","D(SIG)/DCOS(THETA(P=3,RF=CM) [MUB]",stat +,stat -,sys +,sys -
-0.8,-0.85,-0.75,0.1492,0.0226,-0.0226,0.0164,-0.0164
-0.7,-0.75,-0.65,0.1168,0.0121,-0.0121,0.0128,-0.0128
-0.6000000000000001,-0.65,-0.55,0.0849,0.0081,-0.0081,0.0093,-0.0093
-0.5,-0.55,-0.45,0.0866,0.0077,-0.0077,0.0095,-0.0095
-0.4,-0.45,-0.35,0.0717,0.0064,-0.0064,0.0079,-0.0079
-0.3,-0.35,-0.25,0.078,0.0062,-0.0062,0.0086,-0.0086
-0.2,-0.25,-0.15,0.06,0.0056,-0.0056,0.0066,-0.0066
-0.1,-0.15,-0.05,0.0787,0.0073,-0.0073,0.0087,-0.0087
0.0,-0.05,0.05,0.0889,0.0067,-0.0067,0.0098,-0.0098
0.1,0.05,0.15,0.116,0.0063,-0.0063,0.0128,-0.0128
0.2,0.15,0.25,0.1272,0.0066,-0.0066,0.014,-0.014
0.3,0.25,0.35,0.1739,0.0078,-0.0078,0.0191,-0.0191
0.4,0.35,0.45,0.2613,0.0102,-0.0102,0.0287,-0.0287
0.5,0.45,0.55,0.4311,0.0122,-0.0122,0.0474,-0.0474
0.6000000000000001,0.55,0.65,0.6979,0.0174,-0.0174,0.0768,-0.0768
0.7,0.65,0.75,0.9401,0.0203,-0.0203,0.1034,-0.1034
0.8,0.75,0.85,1.2779,0.0249,-0.0249,0.1406,-0.1406
0.88,0.85,0.91,1.2602,0.0475,-0.0475,0.1386,-0.1386

