#: table_doi: 10.17182/hepdata.54967.v1/t11
#: name: Table 11
#: description: Differential cross section as a function of COS(THETA(K)) for the centre-of-mass range 1.72-1.73 GeV.

#: data_file: Table11.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: DSIG/DCOSTHETA
#: keyword plabs: 1.108E+00,1.126E+00
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: keyword cmenergies: 1.72-1.73
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,1.725 (BIN=1.72 TO 1.73)
#: SQRT(S) [GeV],,,1.72-1.73
"COS(THETA(P=3,RF=CM)","COS(THETA(P=3,RF=CM) LOW","COS(THETA(P=3,RF=CM) HIGH","D(SIG)/DCOS(THETA(P=3,RF=CM) [MUB]",stat +,stat -,sys +,sys -
-0.5,-0.55,-0.45,0.6374,0.2212,-0.2212,0.0701,-0.0701
-0.4,-0.45,-0.35,0.7246,0.0802,-0.0802,0.0797,-0.0797
-0.3,-0.35,-0.25,0.7919,0.0615,-0.0615,0.0871,-0.0871
-0.2,-0.25,-0.15,0.8476,0.0597,-0.0597,0.0932,-0.0932
-0.1,-0.15,-0.05,0.9977,0.0709,-0.0709,0.1097,-0.1097
0.0,-0.05,0.05,1.0262,0.0518,-0.0518,0.1129,-0.1129
0.1,0.05,0.15,1.2495,0.0589,-0.0589,0.1374,-0.1374
0.2,0.15,0.25,1.4521,0.0698,-0.0698,0.1597,-0.1597
0.3,0.25,0.35,1.5818,0.0737,-0.0737,0.174,-0.174
0.4,0.35,0.45,1.7523,0.0561,-0.0561,0.1928,-0.1928
0.5,0.45,0.55,2.0014,0.0593,-0.0593,0.2202,-0.2202
0.6000000000000001,0.55,0.65,1.9962,0.0614,-0.0614,0.2196,-0.2196
0.7,0.65,0.75,2.2197,0.0744,-0.0744,0.2442,-0.2442
0.8,0.75,0.85,2.6249,0.1332,-0.1332,0.2887,-0.2887
0.89,0.85,0.93,3.5484,1.0413,-1.0413,0.3903,-0.3903

