#: table_doi: 10.17182/hepdata.54967.v1/t57
#: name: Table 57
#: description: Differential cross section as a function of COS(THETA(K)) for the centre-of-mass range 2.19-2.2 GeV.

#: data_file: Table57.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: DSIG/DCOSTHETA
#: keyword plabs: 2.088E+00,2.111E+00
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: keyword cmenergies: 2.19-2.2
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,2.195 (BIN=2.19 TO 2.2)
#: SQRT(S) [GeV],,,2.19-2.2
"COS(THETA(P=3,RF=CM)","COS(THETA(P=3,RF=CM) LOW","COS(THETA(P=3,RF=CM) HIGH","D(SIG)/DCOS(THETA(P=3,RF=CM) [MUB]",stat +,stat -,sys +,sys -
-0.89,-0.93,-0.85,0.3081,0.1032,-0.1032,0.0339,-0.0339
-0.8,-0.85,-0.75,0.334,0.0393,-0.0393,0.0367,-0.0367
-0.7,-0.75,-0.65,0.21,0.0179,-0.0179,0.0231,-0.0231
-0.6000000000000001,-0.65,-0.55,0.2016,0.0134,-0.0134,0.0222,-0.0222
-0.5,-0.55,-0.45,0.1454,0.0103,-0.0103,0.016,-0.016
-0.4,-0.45,-0.35,0.1464,0.0096,-0.0096,0.0161,-0.0161
-0.3,-0.35,-0.25,0.1351,0.0086,-0.0086,0.0149,-0.0149
-0.2,-0.25,-0.15,0.1378,0.0095,-0.0095,0.0152,-0.0152
-0.1,-0.15,-0.05,0.1475,0.0088,-0.0088,0.0162,-0.0162
0.0,-0.05,0.05,0.2005,0.0133,-0.0133,0.0221,-0.0221
0.1,0.05,0.15,0.2583,0.0107,-0.0107,0.0284,-0.0284
0.2,0.15,0.25,0.3643,0.0122,-0.0122,0.0401,-0.0401
0.3,0.25,0.35,0.4909,0.0152,-0.0152,0.054,-0.054
0.4,0.35,0.45,0.6662,0.0174,-0.0174,0.0733,-0.0733
0.5,0.45,0.55,0.8395,0.019,-0.019,0.0923,-0.0923
0.6000000000000001,0.55,0.65,1.1459,0.0229,-0.0229,0.126,-0.126
0.7,0.65,0.75,1.3254,0.0262,-0.0262,0.1458,-0.1458
0.8,0.75,0.85,1.5863,0.0308,-0.0308,0.1745,-0.1745
0.88,0.85,0.91,1.7053,0.0614,-0.0614,0.1876,-0.1876

