#: table_doi: 10.17182/hepdata.54967.v1/t8
#: name: Table 8
#: description: Differential cross section as a function of COS(THETA(K)) for the centre-of-mass range 1.69-1.7 GeV.

#: data_file: Table8.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: DSIG/DCOSTHETA
#: keyword plabs: 1.053E+00,1.072E+00
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: keyword cmenergies: 1.69-1.7
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,1.695 (BIN=1.69 TO 1.7)
#: SQRT(S) [GeV],,,1.69-1.7
"COS(THETA(P=3,RF=CM)","COS(THETA(P=3,RF=CM) LOW","COS(THETA(P=3,RF=CM) HIGH","D(SIG)/DCOS(THETA(P=3,RF=CM) [MUB]",stat +,stat -,sys +,sys -
-0.5,-0.55,-0.45,0.8281,0.0813,-0.0813,0.0911,-0.0911
-0.4,-0.45,-0.35,0.9488,0.4379,-0.4379,0.1044,-0.1044
-0.3,-0.35,-0.25,1.0883,0.0582,-0.0582,0.1197,-0.1197
-0.2,-0.25,-0.15,1.0328,0.0545,-0.0545,0.1136,-0.1136
-0.1,-0.15,-0.05,1.0716,0.0569,-0.0569,0.1179,-0.1179
0.0,-0.05,0.05,1.0248,0.0499,-0.0499,0.1127,-0.1127
0.1,0.05,0.15,1.3913,0.0554,-0.0554,0.153,-0.153
0.2,0.15,0.25,1.2782,0.0799,-0.0799,0.1406,-0.1406
0.3,0.25,0.35,1.4363,0.0523,-0.0523,0.158,-0.158
0.4,0.35,0.45,1.5819,0.0549,-0.0549,0.174,-0.174
0.5,0.45,0.55,1.6026,0.0558,-0.0558,0.1763,-0.1763
0.6000000000000001,0.55,0.65,1.6998,0.064,-0.064,0.187,-0.187
0.7,0.65,0.75,1.8872,0.117,-0.117,0.2076,-0.2076
0.8,0.75,0.85,1.9566,0.2378,-0.2378,0.2152,-0.2152

