#: table_doi: 10.17182/hepdata.54967.v1/t89
#: name: Table 89
#: description: Differential cross section as a function of COS(THETA(K)) for the centre-of-mass range 2.51-2.52 GeV.

#: data_file: Table89.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: DSIG/DCOSTHETA
#: keyword plabs: 2.889E+00,2.916E+00
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: keyword cmenergies: 2.51-2.52
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,2.515 (BIN=2.51 TO 2.52)
#: SQRT(S) [GeV],,,2.51-2.52
"COS(THETA(P=3,RF=CM)","COS(THETA(P=3,RF=CM) LOW","COS(THETA(P=3,RF=CM) HIGH","D(SIG)/DCOS(THETA(P=3,RF=CM) [MUB]",stat +,stat -,sys +,sys -
-0.8,-0.85,-0.75,0.0647,0.0138,-0.0138,0.0071,-0.0071
-0.7,-0.75,-0.65,0.0338,0.0064,-0.0064,0.0037,-0.0037
-0.6000000000000001,-0.65,-0.55,0.0294,0.0057,-0.0057,0.0032,-0.0032
-0.5,-0.55,-0.45,0.0223,0.0038,-0.0038,0.0025,-0.0025
-0.4,-0.45,-0.35,0.0281,0.0038,-0.0038,0.0031,-0.0031
-0.3,-0.35,-0.25,0.0373,0.0048,-0.0048,0.0041,-0.0041
-0.2,-0.25,-0.15,0.0403,0.0046,-0.0046,0.0044,-0.0044
-0.1,-0.15,-0.05,0.0439,0.0057,-0.0057,0.0048,-0.0048
0.0,-0.05,0.05,0.0493,0.0045,-0.0045,0.0054,-0.0054
0.1,0.05,0.15,0.0456,0.004,-0.004,0.005,-0.005
0.2,0.15,0.25,0.0547,0.0042,-0.0042,0.006,-0.006
0.3,0.25,0.35,0.0649,0.0047,-0.0047,0.0071,-0.0071
0.4,0.35,0.45,0.1146,0.0061,-0.0061,0.0126,-0.0126
0.5,0.45,0.55,0.2397,0.0091,-0.0091,0.0264,-0.0264
0.6000000000000001,0.55,0.65,0.4597,0.0141,-0.0141,0.0506,-0.0506
0.7,0.65,0.75,0.7191,0.02,-0.02,0.0791,-0.0791
0.8,0.75,0.85,1.0944,0.0235,-0.0235,0.1204,-0.1204
0.87,0.85,0.89,1.1769,0.0461,-0.0461,0.1295,-0.1295

