#: table_doi: 10.17182/hepdata.54967.v1/t66
#: name: Table 66
#: description: Differential cross section as a function of COS(THETA(K)) for the centre-of-mass range 2.28-2.29 GeV.

#: data_file: Table66.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: DSIG/DCOSTHETA
#: keyword plabs: 2.302E+00,2.326E+00
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: keyword cmenergies: 2.28-2.29
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,2.285 (BIN=2.28 TO 2.29)
#: SQRT(S) [GeV],,,2.28-2.29
"COS(THETA(P=3,RF=CM)","COS(THETA(P=3,RF=CM) LOW","COS(THETA(P=3,RF=CM) HIGH","D(SIG)/DCOS(THETA(P=3,RF=CM) [MUB]",stat +,stat -,sys +,sys -
-0.8,-0.85,-0.75,0.1978,0.0255,-0.0255,0.0218,-0.0218
-0.7,-0.75,-0.65,0.1492,0.0193,-0.0193,0.0164,-0.0164
-0.6000000000000001,-0.65,-0.55,0.1452,0.0197,-0.0197,0.016,-0.016
-0.5,-0.55,-0.45,0.1094,0.0146,-0.0146,0.012,-0.012
-0.4,-0.45,-0.35,0.0971,0.0071,-0.0071,0.0107,-0.0107
-0.3,-0.35,-0.25,0.0799,0.0062,-0.0062,0.0088,-0.0088
-0.2,-0.25,-0.15,0.0916,0.007,-0.007,0.0101,-0.0101
-0.1,-0.15,-0.05,0.1162,0.0077,-0.0077,0.0128,-0.0128
0.0,-0.05,0.05,0.1056,0.008,-0.008,0.0116,-0.0116
0.1,0.05,0.15,0.1379,0.0069,-0.0069,0.0152,-0.0152
0.2,0.15,0.25,0.2257,0.0086,-0.0086,0.0248,-0.0248
0.3,0.25,0.35,0.2989,0.0104,-0.0104,0.0329,-0.0329
0.4,0.35,0.45,0.3738,0.0114,-0.0114,0.0411,-0.0411
0.5,0.45,0.55,0.5818,0.0139,-0.0139,0.064,-0.064
0.6000000000000001,0.55,0.65,0.8456,0.018,-0.018,0.093,-0.093
0.7,0.65,0.75,1.1154,0.022,-0.022,0.1227,-0.1227
0.8,0.75,0.85,1.4531,0.0269,-0.0269,0.1598,-0.1598
0.88,0.85,0.91,1.5893,0.0524,-0.0524,0.1748,-0.1748

