#: table_doi: 10.17182/hepdata.54967.v1/t106
#: name: Table 106
#: description: Differential cross section as a function of COS(THETA(K)) for the centre-of-mass range 2.68-2.69 GeV.

#: data_file: Table106.yaml
#: keyword reactions: GAMMA P --> K+ LAMBDA
#: keyword observables: DSIG/DCOSTHETA
#: keyword plabs: 3.360E+00,3.388E+00
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: keyword cmenergies: 2.68-2.69
#: RE,,,GAMMA P --> K+ LAMBDA
#: W [GEV],,,2.685 (BIN=2.68 TO 2.69)
#: SQRT(S) [GeV],,,2.68-2.69
"COS(THETA(P=3,RF=CM)","COS(THETA(P=3,RF=CM) LOW","COS(THETA(P=3,RF=CM) HIGH","D(SIG)/DCOS(THETA(P=3,RF=CM) [MUB]",stat +,stat -,sys +,sys -
-0.8,-0.85,-0.75,0.0397,0.0119,-0.0119,0.0044,-0.0044
-0.7,-0.75,-0.65,0.0313,0.0069,-0.0069,0.0034,-0.0034
-0.6000000000000001,-0.65,-0.55,0.0191,0.005,-0.005,0.0021,-0.0021
-0.5,-0.55,-0.45,0.0198,0.0048,-0.0048,0.0022,-0.0022
-0.4,-0.45,-0.35,0.0152,0.0045,-0.0045,0.0017,-0.0017
-0.3,-0.35,-0.25,0.0202,0.0038,-0.0038,0.0022,-0.0022
-0.2,-0.25,-0.15,0.0132,0.0034,-0.0034,0.0015,-0.0015
-0.1,-0.15,-0.05,0.0184,0.0031,-0.0031,0.002,-0.002
0.0,-0.05,0.05,0.0249,0.0034,-0.0034,0.0027,-0.0027
0.1,0.05,0.15,0.0223,0.003,-0.003,0.0025,-0.0025
0.2,0.15,0.25,0.0174,0.0026,-0.0026,0.0019,-0.0019
0.3,0.25,0.35,0.0287,0.0034,-0.0034,0.0032,-0.0032
0.4,0.35,0.45,0.0414,0.0039,-0.0039,0.0046,-0.0046
0.5,0.45,0.55,0.1202,0.0076,-0.0076,0.0132,-0.0132
0.6000000000000001,0.55,0.65,0.2491,0.0111,-0.0111,0.0274,-0.0274
0.7,0.65,0.75,0.5067,0.0167,-0.0167,0.0557,-0.0557
0.8,0.75,0.85,0.8205,0.0214,-0.0214,0.0903,-0.0903
0.87,0.85,0.89,0.8221,0.0749,-0.0749,0.0904,-0.0904

