#: table_doi: 10.17182/hepdata.52667.v1/t104
#: name: Table 104
#: description: Differential cross section for the W range 2.78 to 2.79 GeV.

#: data_file: Table104.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.78-2.79
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.785 (BIN=2.78 TO 2.79)
#: SQRT(S) [GeV],,,2.78-2.79
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8200000000000001,-0.84,-0.8,0.1889,0.0151,-0.0151
-0.75,-0.8,-0.7,0.1758,0.0076,-0.0076
-0.6499999999999999,-0.7,-0.6,0.157,0.0065,-0.0065
-0.55,-0.6,-0.5,0.113,0.0051,-0.0051
-0.45,-0.5,-0.4,0.08362,0.00436,-0.00436
-0.35,-0.4,-0.3,0.05883,0.00365,-0.00365
-0.25,-0.3,-0.2,0.04492,0.00295,-0.00295
-0.15000000000000002,-0.2,-0.1,0.04339,0.00287,-0.00287
-0.05,-0.1,0.0,0.04702,0.00298,-0.00298
0.05,0.0,0.1,0.05755,0.00336,-0.00336
0.15000000000000002,0.1,0.2,0.07071,0.00409,-0.00409
0.25,0.2,0.3,0.1071,0.0051,-0.0051
0.35,0.3,0.4,0.1221,0.0056,-0.0056
0.45,0.4,0.5,0.1606,0.0074,-0.0074
0.55,0.5,0.6,0.2271,0.0097,-0.0097
0.6499999999999999,0.6,0.7,0.3737,0.0142,-0.0142
0.75,0.7,0.8,0.9564,0.0284,-0.0284
0.8500000000000001,0.8,0.9,3.891,0.121,-0.121
0.9299999999999999,0.9,0.96,30.2,6.524,-6.524

