#: table_doi: 10.17182/hepdata.52667.v1/t81
#: name: Table 81
#: description: Differential cross section for the W range 2.53 to 2.54 GeV.

#: data_file: Table81.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.53-2.54
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.535 (BIN=2.53 TO 2.54)
#: SQRT(S) [GeV],,,2.53-2.54
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8300000000000001,-0.86,-0.8,0.3285,0.0167,-0.0167
-0.75,-0.8,-0.7,0.3616,0.0109,-0.0109
-0.6499999999999999,-0.7,-0.6,0.3527,0.0099,-0.0099
-0.55,-0.6,-0.5,0.2908,0.0087,-0.0087
-0.45,-0.5,-0.4,0.2155,0.0077,-0.0077
-0.35,-0.4,-0.3,0.1925,0.0069,-0.0069
-0.25,-0.3,-0.2,0.1744,0.0063,-0.0063
-0.15000000000000002,-0.2,-0.1,0.192,0.0067,-0.0067
-0.05,-0.1,0.0,0.2193,0.0075,-0.0075
0.05,0.0,0.1,0.24,0.008,-0.008
0.15000000000000002,0.1,0.2,0.2495,0.0084,-0.0084
0.25,0.2,0.3,0.2897,0.009,-0.009
0.35,0.3,0.4,0.377,0.0108,-0.0108
0.45,0.4,0.5,0.5297,0.0139,-0.0139
0.55,0.5,0.6,0.6623,0.0164,-0.0164
0.6499999999999999,0.6,0.7,1.01,0.021,-0.021
0.75,0.7,0.8,2.079,0.033,-0.033
0.8500000000000001,0.8,0.9,5.317,0.083,-0.083
0.9199999999999999,0.9,0.94,10.11,0.353,-0.353

