#: table_doi: 10.17182/hepdata.52667.v1/t108
#: name: Table 108
#: description: Differential cross section for the W range 2.82 to 2.83 GeV.

#: data_file: Table108.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.82-2.83
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.825 (BIN=2.82 TO 2.83)
#: SQRT(S) [GeV],,,2.82-2.83
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8200000000000001,-0.84,-0.8,0.1758,0.0166,-0.0166
-0.75,-0.8,-0.7,0.1575,0.0073,-0.0073
-0.6499999999999999,-0.7,-0.6,0.1316,0.006,-0.006
-0.55,-0.6,-0.5,0.1029,0.005,-0.005
-0.45,-0.5,-0.4,0.06867,0.00393,-0.00393
-0.35,-0.4,-0.3,0.04451,0.00314,-0.00314
-0.25,-0.3,-0.2,0.03527,0.00249,-0.00249
-0.15000000000000002,-0.2,-0.1,0.04333,0.00279,-0.00279
-0.05,-0.1,0.0,0.04249,0.00273,-0.00273
0.05,0.0,0.1,0.05507,0.00317,-0.00317
0.15000000000000002,0.1,0.2,0.06536,0.00367,-0.00367
0.25,0.2,0.3,0.1035,0.0049,-0.0049
0.35,0.3,0.4,0.1254,0.0057,-0.0057
0.45,0.4,0.5,0.1454,0.0069,-0.0069
0.55,0.5,0.6,0.2073,0.0093,-0.0093
0.6499999999999999,0.6,0.7,0.3694,0.0148,-0.0148
0.75,0.7,0.8,0.9208,0.0282,-0.0282
0.8500000000000001,0.8,0.9,3.028,0.101,-0.101
0.9299999999999999,0.9,0.96,18.42,2.386,-2.386

