#: table_doi: 10.17182/hepdata.52667.v1/t92
#: name: Table 92
#: description: Differential cross section for the W range 2.64 to 2.65 GeV.

#: data_file: Table92.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.64-2.65
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.645 (BIN=2.64 TO 2.65)
#: SQRT(S) [GeV],,,2.64-2.65
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8300000000000001,-0.86,-0.8,0.3264,0.0262,-0.0262
-0.75,-0.8,-0.7,0.2811,0.0099,-0.0099
-0.6499999999999999,-0.7,-0.6,0.2548,0.0085,-0.0085
-0.55,-0.6,-0.5,0.2081,0.0073,-0.0073
-0.45,-0.5,-0.4,0.1493,0.006,-0.006
-0.35,-0.4,-0.3,0.1115,0.005,-0.005
-0.25,-0.3,-0.2,0.09315,0.00441,-0.00441
-0.15000000000000002,-0.2,-0.1,0.1005,0.0046,-0.0046
-0.05,-0.1,0.0,0.1169,0.0049,-0.0049
0.05,0.0,0.1,0.1201,0.0052,-0.0052
0.15000000000000002,0.1,0.2,0.1476,0.0059,-0.0059
0.25,0.2,0.3,0.1874,0.0069,-0.0069
0.35,0.3,0.4,0.2398,0.0082,-0.0082
0.45,0.4,0.5,0.3207,0.0106,-0.0106
0.55,0.5,0.6,0.4114,0.0129,-0.0129
0.6499999999999999,0.6,0.7,0.6823,0.0179,-0.0179
0.75,0.7,0.8,1.502,0.03,-0.03
0.8500000000000001,0.8,0.9,5.298,0.112,-0.112
0.9199999999999999,0.9,0.94,12.02,0.504,-0.504

