#: table_doi: 10.17182/hepdata.52667.v1/t66
#: name: Table 66
#: description: Differential cross section for the W range 2.38 to 2.39 GeV.

#: data_file: Table66.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.38-2.39
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.385 (BIN=2.38 TO 2.39)
#: SQRT(S) [GeV],,,2.38-2.39
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8400000000000001,-0.88,-0.8,0.599,0.0358,-0.0358
-0.75,-0.8,-0.7,0.6635,0.0164,-0.0164
-0.6499999999999999,-0.7,-0.6,0.5685,0.014,-0.014
-0.55,-0.6,-0.5,0.4273,0.0117,-0.0117
-0.45,-0.5,-0.4,0.3509,0.0107,-0.0107
-0.35,-0.4,-0.3,0.3357,0.0102,-0.0102
-0.25,-0.3,-0.2,0.3979,0.0112,-0.0112
-0.15000000000000002,-0.2,-0.1,0.4355,0.0113,-0.0113
-0.05,-0.1,0.0,0.5074,0.0127,-0.0127
0.05,0.0,0.1,0.5415,0.0141,-0.0141
0.15000000000000002,0.1,0.2,0.515,0.0135,-0.0135
0.25,0.2,0.3,0.4874,0.013,-0.013
0.35,0.3,0.4,0.5675,0.0146,-0.0146
0.45,0.4,0.5,0.8238,0.0183,-0.0183
0.55,0.5,0.6,1.118,0.022,-0.022
0.6499999999999999,0.6,0.7,1.734,0.027,-0.027
0.75,0.7,0.8,3.073,0.037,-0.037
0.8500000000000001,0.8,0.9,7.381,0.085,-0.085
0.91,0.9,0.92,15.58,0.489,-0.489

