#: table_doi: 10.17182/hepdata.52667.v1/t55
#: name: Table 55
#: description: Differential cross section for the W range 2.27 to 2.28 GeV.

#: data_file: Table55.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.27-2.28
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.275 (BIN=2.27 TO 2.28)
#: SQRT(S) [GeV],,,2.27-2.28
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8400000000000001,-0.88,-0.8,1.068,0.033,-0.033
-0.75,-0.8,-0.7,1.16,0.023,-0.023
-0.6499999999999999,-0.7,-0.6,0.9868,0.0198,-0.0198
-0.55,-0.6,-0.5,0.741,0.017,-0.017
-0.45,-0.5,-0.4,0.6714,0.0158,-0.0158
-0.35,-0.4,-0.3,0.723,0.0162,-0.0162
-0.25,-0.3,-0.2,0.8435,0.0171,-0.0171
-0.15000000000000002,-0.2,-0.1,1.021,0.02,-0.02
-0.05,-0.1,0.0,1.071,0.02,-0.02
0.05,0.0,0.1,1.097,0.021,-0.021
0.15000000000000002,0.1,0.2,0.9962,0.0203,-0.0203
0.25,0.2,0.3,0.9232,0.0203,-0.0203
0.35,0.3,0.4,0.9824,0.0219,-0.0219
0.45,0.4,0.5,1.252,0.025,-0.025
0.55,0.5,0.6,1.762,0.03,-0.03
0.6499999999999999,0.6,0.7,2.936,0.039,-0.039
0.75,0.7,0.8,4.817,0.05,-0.05
0.8500000000000001,0.8,0.9,10.84,0.109,-0.109
0.91,0.9,0.92,14.85,0.732,-0.732

