#: table_doi: 10.17182/hepdata.52667.v1/t65
#: name: Table 65
#: description: Differential cross section for the W range 2.37 to 2.38 GeV.

#: data_file: Table65.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.37-2.38
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.375 (BIN=2.37 TO 2.38)
#: SQRT(S) [GeV],,,2.37-2.38
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8400000000000001,-0.88,-0.8,0.6609,0.0281,-0.0281
-0.75,-0.8,-0.7,0.7937,0.0177,-0.0177
-0.6499999999999999,-0.7,-0.6,0.6547,0.0144,-0.0144
-0.55,-0.6,-0.5,0.456,0.0114,-0.0114
-0.45,-0.5,-0.4,0.4041,0.0115,-0.0115
-0.35,-0.4,-0.3,0.3926,0.0108,-0.0108
-0.25,-0.3,-0.2,0.4654,0.0117,-0.0117
-0.15000000000000002,-0.2,-0.1,0.5464,0.0129,-0.0129
-0.05,-0.1,0.0,0.6134,0.014,-0.014
0.05,0.0,0.1,0.6152,0.0143,-0.0143
0.15000000000000002,0.1,0.2,0.6179,0.0145,-0.0145
0.25,0.2,0.3,0.5807,0.0141,-0.0141
0.35,0.3,0.4,0.6793,0.016,-0.016
0.45,0.4,0.5,0.9443,0.0195,-0.0195
0.55,0.5,0.6,1.315,0.024,-0.024
0.6499999999999999,0.6,0.7,2.125,0.03,-0.03
0.75,0.7,0.8,3.62,0.042,-0.042
0.8500000000000001,0.8,0.9,8.293,0.087,-0.087
0.91,0.9,0.92,16.94,0.516,-0.516

