#: table_doi: 10.17182/hepdata.52667.v1/t106
#: name: Table 106
#: description: Differential cross section for the W range 2.80 to 2.81 GeV.

#: data_file: Table106.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.8-2.81
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.805 (BIN=2.80 TO 2.81)
#: SQRT(S) [GeV],,,2.8-2.81
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8200000000000001,-0.84,-0.8,0.1883,0.0148,-0.0148
-0.75,-0.8,-0.7,0.1589,0.007,-0.007
-0.6499999999999999,-0.7,-0.6,0.1396,0.006,-0.006
-0.55,-0.6,-0.5,0.1231,0.0054,-0.0054
-0.45,-0.5,-0.4,0.08554,0.00432,-0.00432
-0.35,-0.4,-0.3,0.05171,0.00337,-0.00337
-0.25,-0.3,-0.2,0.04341,0.00283,-0.00283
-0.15000000000000002,-0.2,-0.1,0.04035,0.00259,-0.00259
-0.05,-0.1,0.0,0.04641,0.00282,-0.00282
0.05,0.0,0.1,0.0488,0.00293,-0.00293
0.15000000000000002,0.1,0.2,0.07327,0.00399,-0.00399
0.25,0.2,0.3,0.1041,0.0049,-0.0049
0.35,0.3,0.4,0.1421,0.006,-0.006
0.45,0.4,0.5,0.1642,0.0074,-0.0074
0.55,0.5,0.6,0.2377,0.0101,-0.0101
0.6499999999999999,0.6,0.7,0.411,0.0152,-0.0152
0.75,0.7,0.8,1.067,0.031,-0.031
0.8500000000000001,0.8,0.9,3.312,0.104,-0.104
0.9199999999999999,0.9,0.94,13.64,1.189,-1.189

