#: table_doi: 10.17182/hepdata.52667.v1/t96
#: name: Table 96
#: description: Differential cross section for the W range 2.68 to 2.69 GeV.

#: data_file: Table96.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.68-2.69
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.685 (BIN=2.68 TO 2.69)
#: SQRT(S) [GeV],,,2.68-2.69
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8300000000000001,-0.86,-0.8,0.3982,0.0467,-0.0467
-0.75,-0.8,-0.7,0.2318,0.0095,-0.0095
-0.6499999999999999,-0.7,-0.6,0.2236,0.0086,-0.0086
-0.55,-0.6,-0.5,0.1902,0.0074,-0.0074
-0.45,-0.5,-0.4,0.129,0.006,-0.006
-0.35,-0.4,-0.3,0.09555,0.00514,-0.00514
-0.25,-0.3,-0.2,0.07631,0.00418,-0.00418
-0.15000000000000002,-0.2,-0.1,0.07918,0.00419,-0.00419
-0.05,-0.1,0.0,0.09131,0.00461,-0.00461
0.05,0.0,0.1,0.102,0.005,-0.005
0.15000000000000002,0.1,0.2,0.1295,0.0059,-0.0059
0.25,0.2,0.3,0.1607,0.0066,-0.0066
0.35,0.3,0.4,0.2038,0.0077,-0.0077
0.45,0.4,0.5,0.2757,0.0105,-0.0105
0.55,0.5,0.6,0.3571,0.0131,-0.0131
0.6499999999999999,0.6,0.7,0.5814,0.0179,-0.0179
0.75,0.7,0.8,1.392,0.033,-0.033
0.8500000000000001,0.8,0.9,4.845,0.125,-0.125
0.9199999999999999,0.9,0.94,13.01,0.736,-0.736

