#: table_doi: 10.17182/hepdata.52667.v1/t93
#: name: Table 93
#: description: Differential cross section for the W range 2.65 to 2.66 GeV.

#: data_file: Table93.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.65-2.66
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.655 (BIN=2.65 TO 2.66)
#: SQRT(S) [GeV],,,2.65-2.66
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8300000000000001,-0.86,-0.8,0.2648,0.0196,-0.0196
-0.75,-0.8,-0.7,0.2726,0.0098,-0.0098
-0.6499999999999999,-0.7,-0.6,0.2479,0.0085,-0.0085
-0.55,-0.6,-0.5,0.2043,0.0071,-0.0071
-0.45,-0.5,-0.4,0.1588,0.0064,-0.0064
-0.35,-0.4,-0.3,0.1102,0.0051,-0.0051
-0.25,-0.3,-0.2,0.08875,0.00424,-0.00424
-0.15000000000000002,-0.2,-0.1,0.106,0.0047,-0.0047
-0.05,-0.1,0.0,0.1129,0.0048,-0.0048
0.05,0.0,0.1,0.129,0.0054,-0.0054
0.15000000000000002,0.1,0.2,0.1422,0.0058,-0.0058
0.25,0.2,0.3,0.185,0.0068,-0.0068
0.35,0.3,0.4,0.2403,0.0081,-0.0081
0.45,0.4,0.5,0.3024,0.01,-0.01
0.55,0.5,0.6,0.3921,0.0127,-0.0127
0.6499999999999999,0.6,0.7,0.6314,0.017,-0.017
0.75,0.7,0.8,1.55,0.032,-0.032
0.8500000000000001,0.8,0.9,4.945,0.103,-0.103
0.9199999999999999,0.9,0.94,14.85,0.61,-0.61

