#: table_doi: 10.17182/hepdata.52667.v1/t71
#: name: Table 71
#: description: Differential cross section for the W range 2.43 to 2.44 GeV.

#: data_file: Table71.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.43-2.44
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.435 (BIN=2.43 TO 2.44)
#: SQRT(S) [GeV],,,2.43-2.44
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8400000000000001,-0.88,-0.8,0.431,0.0475,-0.0475
-0.75,-0.8,-0.7,0.5494,0.0143,-0.0143
-0.6499999999999999,-0.7,-0.6,0.4803,0.0124,-0.0124
-0.55,-0.6,-0.5,0.3713,0.0106,-0.0106
-0.45,-0.5,-0.4,0.2864,0.0096,-0.0096
-0.35,-0.4,-0.3,0.2829,0.0093,-0.0093
-0.25,-0.3,-0.2,0.3127,0.0101,-0.0101
-0.15000000000000002,-0.2,-0.1,0.3637,0.0108,-0.0108
-0.05,-0.1,0.0,0.4042,0.0114,-0.0114
0.05,0.0,0.1,0.3904,0.0114,-0.0114
0.15000000000000002,0.1,0.2,0.4013,0.0117,-0.0117
0.25,0.2,0.3,0.4334,0.0123,-0.0123
0.35,0.3,0.4,0.5743,0.0152,-0.0152
0.45,0.4,0.5,0.7201,0.0169,-0.0169
0.55,0.5,0.6,1.044,0.022,-0.022
0.6499999999999999,0.6,0.7,1.563,0.026,-0.026
0.75,0.7,0.8,2.909,0.039,-0.039
0.8500000000000001,0.8,0.9,7.01,0.087,-0.087
0.9199999999999999,0.9,0.94,23.18,1.71,-1.71

