#: table_doi: 10.17182/hepdata.52667.v1/t67
#: name: Table 67
#: description: Differential cross section for the W range 2.39 to 2.40 GeV.

#: data_file: Table67.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.39-2.4
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.395 (BIN=2.39 TO 2.40)
#: SQRT(S) [GeV],,,2.39-2.4
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8400000000000001,-0.88,-0.8,0.6241,0.0477,-0.0477
-0.75,-0.8,-0.7,0.6207,0.0158,-0.0158
-0.6499999999999999,-0.7,-0.6,0.5559,0.0142,-0.0142
-0.55,-0.6,-0.5,0.4053,0.0114,-0.0114
-0.45,-0.5,-0.4,0.3191,0.0102,-0.0102
-0.35,-0.4,-0.3,0.3358,0.0104,-0.0104
-0.25,-0.3,-0.2,0.3881,0.0113,-0.0113
-0.15000000000000002,-0.2,-0.1,0.447,0.0121,-0.0121
-0.05,-0.1,0.0,0.4705,0.0123,-0.0123
0.05,0.0,0.1,0.4971,0.0133,-0.0133
0.15000000000000002,0.1,0.2,0.4878,0.013,-0.013
0.25,0.2,0.3,0.4874,0.013,-0.013
0.35,0.3,0.4,0.5814,0.015,-0.015
0.45,0.4,0.5,0.8212,0.0188,-0.0188
0.55,0.5,0.6,1.092,0.023,-0.023
0.6499999999999999,0.6,0.7,1.638,0.028,-0.028
0.75,0.7,0.8,3.033,0.04,-0.04
0.8500000000000001,0.8,0.9,7.108,0.088,-0.088

