#: table_doi: 10.17182/hepdata.52667.v1/t29
#: name: Table 29
#: description: Differential cross section for the W range 2.01 to 2.02 GeV.

#: data_file: Table29.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.01-2.02
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.015 (BIN=2.01 TO 2.02)
#: SQRT(S) [GeV],,,2.01-2.02
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8400000000000001,-0.88,-0.8,1.356,0.063,-0.063
-0.75,-0.8,-0.7,1.458,0.04,-0.04
-0.6499999999999999,-0.7,-0.6,1.522,0.04,-0.04
-0.55,-0.6,-0.5,1.61,0.039,-0.039
-0.45,-0.5,-0.4,1.714,0.037,-0.037
-0.35,-0.4,-0.3,1.921,0.038,-0.038
-0.25,-0.3,-0.2,1.947,0.039,-0.039
-0.15000000000000002,-0.2,-0.1,2.065,0.042,-0.042
-0.05,-0.1,0.0,1.971,0.043,-0.043
0.05,0.0,0.1,1.807,0.043,-0.043
0.15000000000000002,0.1,0.2,1.731,0.046,-0.046
0.25,0.2,0.3,1.593,0.047,-0.047
0.35,0.3,0.4,1.616,0.05,-0.05
0.45,0.4,0.5,1.969,0.06,-0.06
0.55,0.5,0.6,2.596,0.065,-0.065
0.6499999999999999,0.6,0.7,3.857,0.081,-0.081
0.75,0.7,0.8,5.826,0.102,-0.102
0.8500000000000001,0.8,0.9,10.58,0.97,-0.97

