#: table_doi: 10.17182/hepdata.52667.v1/t28
#: name: Table 28
#: description: Differential cross section for the W range 2.00 to 2.01 GeV.

#: data_file: Table28.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.0-2.01
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.005 (BIN=2.00 TO 2.01)
#: SQRT(S) [GeV],,,2.0-2.01
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8400000000000001,-0.88,-0.8,1.379,0.075,-0.075
-0.75,-0.8,-0.7,1.44,0.041,-0.041
-0.6499999999999999,-0.7,-0.6,1.546,0.042,-0.042
-0.55,-0.6,-0.5,1.743,0.042,-0.042
-0.45,-0.5,-0.4,1.739,0.038,-0.038
-0.35,-0.4,-0.3,1.93,0.04,-0.04
-0.25,-0.3,-0.2,1.997,0.041,-0.041
-0.15000000000000002,-0.2,-0.1,2.064,0.044,-0.044
-0.05,-0.1,0.0,1.965,0.043,-0.043
0.05,0.0,0.1,1.956,0.048,-0.048
0.15000000000000002,0.1,0.2,1.705,0.046,-0.046
0.25,0.2,0.3,1.632,0.049,-0.049
0.35,0.3,0.4,1.597,0.051,-0.051
0.45,0.4,0.5,1.949,0.061,-0.061
0.55,0.5,0.6,2.57,0.067,-0.067
0.6499999999999999,0.6,0.7,3.843,0.082,-0.082
0.75,0.7,0.8,6.392,0.12,-0.12
0.8400000000000001,0.8,0.88,9.214,0.219,-0.219

