#: table_doi: 10.17182/hepdata.52667.v1/t78
#: name: Table 78
#: description: Differential cross section for the W range 2.50 to 2.51 GeV.

#: data_file: Table78.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.5-2.51
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.505 (BIN=2.50 TO 2.51)
#: SQRT(S) [GeV],,,2.5-2.51
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8300000000000001,-0.86,-0.8,0.3116,0.0153,-0.0153
-0.75,-0.8,-0.7,0.4429,0.0127,-0.0127
-0.6499999999999999,-0.7,-0.6,0.4102,0.0112,-0.0112
-0.55,-0.6,-0.5,0.3451,0.01,-0.01
-0.45,-0.5,-0.4,0.2605,0.0087,-0.0087
-0.35,-0.4,-0.3,0.2153,0.0074,-0.0074
-0.25,-0.3,-0.2,0.2303,0.0081,-0.0081
-0.15000000000000002,-0.2,-0.1,0.2458,0.0081,-0.0081
-0.05,-0.1,0.0,0.2741,0.0087,-0.0087
0.05,0.0,0.1,0.2889,0.0091,-0.0091
0.15000000000000002,0.1,0.2,0.3097,0.0096,-0.0096
0.25,0.2,0.3,0.3322,0.0097,-0.0097
0.35,0.3,0.4,0.4696,0.0125,-0.0125
0.45,0.4,0.5,0.6287,0.0156,-0.0156
0.55,0.5,0.6,0.7804,0.0182,-0.0182
0.6499999999999999,0.6,0.7,1.157,0.022,-0.022
0.75,0.7,0.8,2.335,0.036,-0.036
0.8500000000000001,0.8,0.9,5.676,0.08,-0.08
0.9199999999999999,0.9,0.94,18.4,0.708,-0.708

