#: table_doi: 10.17182/hepdata.52667.v1/t24
#: name: Table 24
#: description: Differential cross section for the W range 1.96 to 1.97 GeV.

#: data_file: Table24.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 1.96-1.97
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,1.965 (BIN=1.96 TO 1.97)
#: SQRT(S) [GeV],,,1.96-1.97
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8400000000000001,-0.88,-0.8,1.513,0.108,-0.108
-0.75,-0.8,-0.7,1.706,0.047,-0.047
-0.6499999999999999,-0.7,-0.6,1.75,0.046,-0.046
-0.55,-0.6,-0.5,1.868,0.044,-0.044
-0.45,-0.5,-0.4,1.966,0.043,-0.043
-0.35,-0.4,-0.3,2.176,0.045,-0.045
-0.25,-0.3,-0.2,2.228,0.046,-0.046
-0.15000000000000002,-0.2,-0.1,2.266,0.049,-0.049
-0.05,-0.1,0.0,2.322,0.054,-0.054
0.05,0.0,0.1,2.111,0.054,-0.054
0.15000000000000002,0.1,0.2,2.032,0.057,-0.057
0.25,0.2,0.3,1.858,0.057,-0.057
0.35,0.3,0.4,1.878,0.061,-0.061
0.45,0.4,0.5,2.145,0.07,-0.07
0.55,0.5,0.6,2.576,0.077,-0.077
0.6499999999999999,0.6,0.7,3.689,0.09,-0.09
0.75,0.7,0.8,5.894,0.125,-0.125
0.8400000000000001,0.8,0.88,8.975,0.375,-0.375

