#: table_doi: 10.17182/hepdata.52667.v1/t77
#: name: Table 77
#: description: Differential cross section for the W range 2.49 to 2.50 GeV.

#: data_file: Table77.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.49-2.5
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.495 (BIN=2.49 TO 2.50)
#: SQRT(S) [GeV],,,2.49-2.5
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8300000000000001,-0.86,-0.8,0.3829,0.0178,-0.0178
-0.75,-0.8,-0.7,0.4374,0.0124,-0.0124
-0.6499999999999999,-0.7,-0.6,0.406,0.0111,-0.0111
-0.55,-0.6,-0.5,0.3085,0.0091,-0.0091
-0.45,-0.5,-0.4,0.2459,0.0084,-0.0084
-0.35,-0.4,-0.3,0.1971,0.0072,-0.0072
-0.25,-0.3,-0.2,0.2268,0.0078,-0.0078
-0.15000000000000002,-0.2,-0.1,0.2538,0.0085,-0.0085
-0.05,-0.1,0.0,0.2687,0.0086,-0.0086
0.05,0.0,0.1,0.3118,0.0098,-0.0098
0.15000000000000002,0.1,0.2,0.3184,0.0097,-0.0097
0.25,0.2,0.3,0.3487,0.0101,-0.0101
0.35,0.3,0.4,0.4662,0.0125,-0.0125
0.45,0.4,0.5,0.6005,0.0148,-0.0148
0.55,0.5,0.6,0.8565,0.0194,-0.0194
0.6499999999999999,0.6,0.7,1.238,0.023,-0.023
0.75,0.7,0.8,2.361,0.035,-0.035
0.8500000000000001,0.8,0.9,6.246,0.085,-0.085
0.9199999999999999,0.9,0.94,11.43,0.375,-0.375

