#: table_doi: 10.17182/hepdata.52667.v1/t14
#: name: Table 14
#: description: Differential cross section for the W range 1.85 to 1.86 GeV.

#: data_file: Table14.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 1.85-1.86
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,1.855 (BIN=1.85 TO 1.86)
#: SQRT(S) [GeV],,,1.85-1.86
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.75,-0.8,-0.7,2.878,0.064,-0.064
-0.6499999999999999,-0.7,-0.6,3.077,0.065,-0.065
-0.55,-0.6,-0.5,2.967,0.058,-0.058
-0.45,-0.5,-0.4,3.021,0.054,-0.054
-0.35,-0.4,-0.3,3.129,0.055,-0.055
-0.25,-0.3,-0.2,3.062,0.053,-0.053
-0.15000000000000002,-0.2,-0.1,3.347,0.059,-0.059
-0.05,-0.1,0.0,3.083,0.058,-0.058
0.05,0.0,0.1,3.155,0.061,-0.061
0.15000000000000002,0.1,0.2,3.048,0.067,-0.067
0.25,0.2,0.3,3.059,0.071,-0.071
0.35,0.3,0.4,2.988,0.072,-0.072
0.45,0.4,0.5,3.333,0.084,-0.084
0.55,0.5,0.6,3.825,0.087,-0.087
0.6499999999999999,0.6,0.7,4.677,0.102,-0.102
0.75,0.7,0.8,5.111,0.122,-0.122

