#: table_doi: 10.17182/hepdata.52667.v1/t107
#: name: Table 107
#: description: Differential cross section for the W range 2.81 to 2.82 GeV.

#: data_file: Table107.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.81-2.82
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.815 (BIN=2.81 TO 2.82)
#: SQRT(S) [GeV],,,2.81-2.82
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8200000000000001,-0.84,-0.8,0.1571,0.0143,-0.0143
-0.75,-0.8,-0.7,0.1541,0.0074,-0.0074
-0.6499999999999999,-0.7,-0.6,0.1338,0.0063,-0.0063
-0.55,-0.6,-0.5,0.1033,0.0051,-0.0051
-0.45,-0.5,-0.4,0.07569,0.0042,-0.0042
-0.35,-0.4,-0.3,0.05125,0.00344,-0.00344
-0.25,-0.3,-0.2,0.04052,0.00284,-0.00284
-0.15000000000000002,-0.2,-0.1,0.03978,0.00271,-0.00271
-0.05,-0.1,0.0,0.04187,0.00275,-0.00275
0.05,0.0,0.1,0.05482,0.00327,-0.00327
0.15000000000000002,0.1,0.2,0.07094,0.00398,-0.00398
0.25,0.2,0.3,0.0982,0.00484,-0.00484
0.35,0.3,0.4,0.123,0.0057,-0.0057
0.45,0.4,0.5,0.1711,0.0078,-0.0078
0.55,0.5,0.6,0.2313,0.0103,-0.0103
0.6499999999999999,0.6,0.7,0.3787,0.0148,-0.0148
0.75,0.7,0.8,0.913,0.0283,-0.0283
0.8500000000000001,0.8,0.9,3.167,0.116,-0.116
0.9299999999999999,0.9,0.96,15.16,3.011,-3.011

