#: table_doi: 10.17182/hepdata.52667.v1/t76
#: name: Table 76
#: description: Differential cross section for the W range 2.48 to 2.49 GeV.

#: data_file: Table76.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.48-2.49
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.485 (BIN=2.48 TO 2.49)
#: SQRT(S) [GeV],,,2.48-2.49
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8300000000000001,-0.86,-0.8,0.3935,0.0179,-0.0179
-0.75,-0.8,-0.7,0.4751,0.0131,-0.0131
-0.6499999999999999,-0.7,-0.6,0.4605,0.0122,-0.0122
-0.55,-0.6,-0.5,0.3557,0.01,-0.01
-0.45,-0.5,-0.4,0.2653,0.0088,-0.0088
-0.35,-0.4,-0.3,0.2314,0.0077,-0.0077
-0.25,-0.3,-0.2,0.2366,0.0079,-0.0079
-0.15000000000000002,-0.2,-0.1,0.2858,0.0088,-0.0088
-0.05,-0.1,0.0,0.3165,0.0096,-0.0096
0.05,0.0,0.1,0.3167,0.0096,-0.0096
0.15000000000000002,0.1,0.2,0.3274,0.0098,-0.0098
0.25,0.2,0.3,0.3551,0.0102,-0.0102
0.35,0.3,0.4,0.4551,0.012,-0.012
0.45,0.4,0.5,0.6263,0.015,-0.015
0.55,0.5,0.6,0.8279,0.0185,-0.0185
0.6499999999999999,0.6,0.7,1.295,0.023,-0.023
0.75,0.7,0.8,2.6,0.039,-0.039
0.8500000000000001,0.8,0.9,6.434,0.089,-0.089
0.9199999999999999,0.9,0.94,12.9,0.435,-0.435

