#: table_doi: 10.17182/hepdata.52667.v1/t25
#: name: Table 25
#: description: Differential cross section for the W range 1.97 to 1.98 GeV.

#: data_file: Table25.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 1.97-1.98
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,1.975 (BIN=1.97 TO 1.98)
#: SQRT(S) [GeV],,,1.97-1.98
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8400000000000001,-0.88,-0.8,1.526,0.097,-0.097
-0.75,-0.8,-0.7,1.573,0.045,-0.045
-0.6499999999999999,-0.7,-0.6,1.638,0.043,-0.043
-0.55,-0.6,-0.5,1.809,0.043,-0.043
-0.45,-0.5,-0.4,1.807,0.04,-0.04
-0.35,-0.4,-0.3,2.018,0.041,-0.041
-0.25,-0.3,-0.2,2.06,0.043,-0.043
-0.15000000000000002,-0.2,-0.1,2.024,0.044,-0.044
-0.05,-0.1,0.0,2.192,0.05,-0.05
0.05,0.0,0.1,1.982,0.051,-0.051
0.15000000000000002,0.1,0.2,1.937,0.053,-0.053
0.25,0.2,0.3,1.699,0.052,-0.052
0.35,0.3,0.4,1.724,0.055,-0.055
0.45,0.4,0.5,1.897,0.062,-0.062
0.55,0.5,0.6,2.571,0.073,-0.073
0.6499999999999999,0.6,0.7,3.501,0.085,-0.085
0.75,0.7,0.8,5.396,0.114,-0.114
0.8400000000000001,0.8,0.88,8.299,0.295,-0.295

