#: table_doi: 10.17182/hepdata.52667.v1/t42
#: name: Table 42
#: description: Differential cross section for the W range 2.14 to 2.15 GeV.

#: data_file: Table42.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.14-2.15
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.145 (BIN=2.14 TO 2.15)
#: SQRT(S) [GeV],,,2.14-2.15
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8400000000000001,-0.88,-0.8,1.266,0.045,-0.045
-0.75,-0.8,-0.7,1.314,0.03,-0.03
-0.6499999999999999,-0.7,-0.6,1.202,0.027,-0.027
-0.55,-0.6,-0.5,1.159,0.027,-0.027
-0.45,-0.5,-0.4,1.155,0.025,-0.025
-0.35,-0.4,-0.3,1.304,0.025,-0.025
-0.25,-0.3,-0.2,1.461,0.027,-0.027
-0.15000000000000002,-0.2,-0.1,1.493,0.027,-0.027
-0.05,-0.1,0.0,1.64,0.03,-0.03
0.05,0.0,0.1,1.609,0.033,-0.033
0.15000000000000002,0.1,0.2,1.388,0.031,-0.031
0.25,0.2,0.3,1.242,0.03,-0.03
0.35,0.3,0.4,1.284,0.034,-0.034
0.45,0.4,0.5,1.569,0.037,-0.037
0.55,0.5,0.6,2.497,0.047,-0.047
0.6499999999999999,0.6,0.7,3.818,0.054,-0.054
0.75,0.7,0.8,6.82,0.067,-0.067
0.8500000000000001,0.8,0.9,12.98,0.137,-0.137

