#: table_doi: 10.17182/hepdata.52667.v1/t97
#: name: Table 97
#: description: Differential cross section for the W range 2.69 to 2.70 GeV.

#: data_file: Table97.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.69-2.7
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.695 (BIN=2.69 TO 2.70)
#: SQRT(S) [GeV],,,2.69-2.7
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8300000000000001,-0.86,-0.8,0.2496,0.0271,-0.0271
-0.75,-0.8,-0.7,0.2483,0.0097,-0.0097
-0.6499999999999999,-0.7,-0.6,0.2277,0.0085,-0.0085
-0.55,-0.6,-0.5,0.1801,0.0071,-0.0071
-0.45,-0.5,-0.4,0.1321,0.006,-0.006
-0.35,-0.4,-0.3,0.09578,0.00502,-0.00502
-0.25,-0.3,-0.2,0.08169,0.00422,-0.00422
-0.15000000000000002,-0.2,-0.1,0.08843,0.00455,-0.00455
-0.05,-0.1,0.0,0.09005,0.00441,-0.00441
0.05,0.0,0.1,0.1081,0.0051,-0.0051
0.15000000000000002,0.1,0.2,0.1281,0.0059,-0.0059
0.25,0.2,0.3,0.1671,0.0068,-0.0068
0.35,0.3,0.4,0.2213,0.0082,-0.0082
0.45,0.4,0.5,0.2763,0.0102,-0.0102
0.55,0.5,0.6,0.3833,0.0135,-0.0135
0.6499999999999999,0.6,0.7,0.5622,0.0177,-0.0177
0.75,0.7,0.8,1.361,0.033,-0.033
0.8500000000000001,0.8,0.9,4.56,0.112,-0.112
0.9199999999999999,0.9,0.94,13.39,0.667,-0.667

