#: table_doi: 10.17182/hepdata.52667.v1/t61
#: name: Table 61
#: description: Differential cross section for the W range 2.33 to 2.34 GeV.

#: data_file: Table61.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.33-2.34
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.335 (BIN=2.33 TO 2.34)
#: SQRT(S) [GeV],,,2.33-2.34
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8400000000000001,-0.88,-0.8,0.762,0.031,-0.031
-0.75,-0.8,-0.7,0.9169,0.0192,-0.0192
-0.6499999999999999,-0.7,-0.6,0.7308,0.0158,-0.0158
-0.55,-0.6,-0.5,0.5429,0.0134,-0.0134
-0.45,-0.5,-0.4,0.455,0.0123,-0.0123
-0.35,-0.4,-0.3,0.4824,0.0122,-0.0122
-0.25,-0.3,-0.2,0.5892,0.0139,-0.0139
-0.15000000000000002,-0.2,-0.1,0.6352,0.014,-0.014
-0.05,-0.1,0.0,0.7075,0.0151,-0.0151
0.05,0.0,0.1,0.7019,0.0154,-0.0154
0.15000000000000002,0.1,0.2,0.6747,0.0151,-0.0151
0.25,0.2,0.3,0.6525,0.0154,-0.0154
0.35,0.3,0.4,0.7208,0.017,-0.017
0.45,0.4,0.5,1.015,0.021,-0.021
0.55,0.5,0.6,1.393,0.026,-0.026
0.6499999999999999,0.6,0.7,2.125,0.031,-0.031
0.75,0.7,0.8,3.891,0.045,-0.045
0.8500000000000001,0.8,0.9,8.813,0.1,-0.1
0.91,0.9,0.92,15.48,0.515,-0.515

