#: table_doi: 10.17182/hepdata.52667.v1/t20
#: name: Table 20
#: description: Differential cross section for the W range 1.91 to 1.92 GeV.

#: data_file: Table20.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 1.91-1.92
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,1.915 (BIN=1.91 TO 1.92)
#: SQRT(S) [GeV],,,1.91-1.92
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.75,-0.8,-0.7,2.149,0.057,-0.057
-0.6499999999999999,-0.7,-0.6,2.253,0.056,-0.056
-0.55,-0.6,-0.5,2.367,0.052,-0.052
-0.45,-0.5,-0.4,2.436,0.05,-0.05
-0.35,-0.4,-0.3,2.637,0.052,-0.052
-0.25,-0.3,-0.2,2.747,0.055,-0.055
-0.15000000000000002,-0.2,-0.1,2.449,0.051,-0.051
-0.05,-0.1,0.0,2.504,0.054,-0.054
0.05,0.0,0.1,2.365,0.058,-0.058
0.15000000000000002,0.1,0.2,2.403,0.064,-0.064
0.25,0.2,0.3,2.238,0.066,-0.066
0.35,0.3,0.4,2.19,0.069,-0.069
0.45,0.4,0.5,2.414,0.077,-0.077
0.55,0.5,0.6,2.887,0.091,-0.091
0.6499999999999999,0.6,0.7,3.755,0.111,-0.111
0.75,0.7,0.8,4.412,0.12,-0.12

