#: table_doi: 10.17182/hepdata.52667.v1/t12
#: name: Table 12
#: description: Differential cross section for the W range 1.83 to 1.84 GeV.

#: data_file: Table12.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 1.83-1.84
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,1.835 (BIN=1.83 TO 1.84)
#: SQRT(S) [GeV],,,1.83-1.84
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.75,-0.8,-0.7,3.123,0.169,-0.169
-0.6499999999999999,-0.7,-0.6,3.333,0.065,-0.065
-0.55,-0.6,-0.5,3.351,0.061,-0.061
-0.45,-0.5,-0.4,3.455,0.061,-0.061
-0.35,-0.4,-0.3,3.265,0.055,-0.055
-0.25,-0.3,-0.2,3.379,0.057,-0.057
-0.15000000000000002,-0.2,-0.1,3.313,0.056,-0.056
-0.05,-0.1,0.0,3.406,0.059,-0.059
0.05,0.0,0.1,3.412,0.062,-0.062
0.15000000000000002,0.1,0.2,3.505,0.069,-0.069
0.25,0.2,0.3,3.425,0.073,-0.073
0.35,0.3,0.4,3.484,0.072,-0.072
0.45,0.4,0.5,3.613,0.08,-0.08
0.55,0.5,0.6,4.23,0.094,-0.094
0.6499999999999999,0.6,0.7,4.763,0.099,-0.099
0.75,0.7,0.8,5.508,0.115,-0.115

