#: table_doi: 10.17182/hepdata.52667.v1/t89
#: name: Table 89
#: description: Differential cross section for the W range 2.61 to 2.62 GeV.

#: data_file: Table89.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.61-2.62
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.615 (BIN=2.61 TO 2.62)
#: SQRT(S) [GeV],,,2.61-2.62
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8300000000000001,-0.86,-0.8,0.3262,0.0158,-0.0158
-0.75,-0.8,-0.7,0.3234,0.0085,-0.0085
-0.6499999999999999,-0.7,-0.6,0.2961,0.0075,-0.0075
-0.55,-0.6,-0.5,0.255,0.0068,-0.0068
-0.45,-0.5,-0.4,0.1768,0.0055,-0.0055
-0.35,-0.4,-0.3,0.1353,0.0047,-0.0047
-0.25,-0.3,-0.2,0.1251,0.0045,-0.0045
-0.15000000000000002,-0.2,-0.1,0.1367,0.0049,-0.0049
-0.05,-0.1,0.0,0.1508,0.0052,-0.0052
0.05,0.0,0.1,0.1635,0.0056,-0.0056
0.15000000000000002,0.1,0.2,0.1982,0.0062,-0.0062
0.25,0.2,0.3,0.2344,0.0067,-0.0067
0.35,0.3,0.4,0.265,0.0071,-0.0071
0.45,0.4,0.5,0.3945,0.0099,-0.0099
0.55,0.5,0.6,0.5011,0.0121,-0.0121
0.6499999999999999,0.6,0.7,0.7833,0.0155,-0.0155
0.75,0.7,0.8,1.874,0.029,-0.029
0.8500000000000001,0.8,0.9,5.327,0.082,-0.082
0.9199999999999999,0.9,0.94,10.74,0.36,-0.36

