#: table_doi: 10.17182/hepdata.52667.v1/t72
#: name: Table 72
#: description: Differential cross section for the W range 2.44 to 2.45 GeV.

#: data_file: Table72.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.44-2.45
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.445 (BIN=2.44 TO 2.45)
#: SQRT(S) [GeV],,,2.44-2.45
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8400000000000001,-0.88,-0.8,0.4734,0.0937,-0.0937
-0.75,-0.8,-0.7,0.5476,0.0141,-0.0141
-0.6499999999999999,-0.7,-0.6,0.5173,0.0129,-0.0129
-0.55,-0.6,-0.5,0.3627,0.0103,-0.0103
-0.45,-0.5,-0.4,0.2821,0.0092,-0.0092
-0.35,-0.4,-0.3,0.2478,0.0081,-0.0081
-0.25,-0.3,-0.2,0.2862,0.009,-0.009
-0.15000000000000002,-0.2,-0.1,0.3461,0.0103,-0.0103
-0.05,-0.1,0.0,0.3893,0.0111,-0.0111
0.05,0.0,0.1,0.3922,0.0113,-0.0113
0.15000000000000002,0.1,0.2,0.4186,0.0114,-0.0114
0.25,0.2,0.3,0.4164,0.0113,-0.0113
0.35,0.3,0.4,0.5376,0.0139,-0.0139
0.45,0.4,0.5,0.7947,0.0175,-0.0175
0.55,0.5,0.6,1.031,0.021,-0.021
0.6499999999999999,0.6,0.7,1.543,0.026,-0.026
0.75,0.7,0.8,2.861,0.038,-0.038
0.8500000000000001,0.8,0.9,7.637,0.094,-0.094
0.9199999999999999,0.9,0.94,13.64,0.583,-0.583

