#: table_doi: 10.17182/hepdata.52667.v1/t6
#: name: Table 6
#: description: Differential cross section for the W range 1.77 to 1.78 GeV.

#: data_file: Table6.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 1.77-1.78
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,1.775 (BIN=1.77 TO 1.78)
#: SQRT(S) [GeV],,,1.77-1.78
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.6499999999999999,-0.7,-0.6,4.038,0.211,-0.211
-0.55,-0.6,-0.5,4.02,0.053,-0.053
-0.45,-0.5,-0.4,3.935,0.053,-0.053
-0.35,-0.4,-0.3,3.618,0.049,-0.049
-0.25,-0.3,-0.2,3.692,0.051,-0.051
-0.15000000000000002,-0.2,-0.1,3.579,0.053,-0.053
-0.05,-0.1,0.0,3.694,0.054,-0.054
0.05,0.0,0.1,3.829,0.057,-0.057
0.15000000000000002,0.1,0.2,4.022,0.06,-0.06
0.25,0.2,0.3,3.774,0.059,-0.059
0.35,0.3,0.4,4.064,0.066,-0.066
0.45,0.4,0.5,4.297,0.077,-0.077
0.55,0.5,0.6,4.847,0.084,-0.084
0.6499999999999999,0.6,0.7,5.169,0.078,-0.078
0.75,0.7,0.8,5.719,0.08,-0.08

