#: table_doi: 10.17182/hepdata.52667.v1/t5
#: name: Table 5
#: description: Differential cross section for the W range 1.76 to 1.77 GeV.

#: data_file: Table5.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 1.76-1.77
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,1.765 (BIN=1.76 TO 1.77)
#: SQRT(S) [GeV],,,1.76-1.77
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.6499999999999999,-0.7,-0.6,3.357,0.178,-0.178
-0.55,-0.6,-0.5,3.63,0.187,-0.187
-0.45,-0.5,-0.4,3.572,0.041,-0.041
-0.35,-0.4,-0.3,3.646,0.041,-0.041
-0.25,-0.3,-0.2,3.514,0.039,-0.039
-0.15000000000000002,-0.2,-0.1,3.516,0.039,-0.039
-0.05,-0.1,0.0,3.611,0.042,-0.042
0.05,0.0,0.1,3.843,0.045,-0.045
0.15000000000000002,0.1,0.2,3.609,0.045,-0.045
0.25,0.2,0.3,3.995,0.05,-0.05
0.35,0.3,0.4,3.917,0.05,-0.05
0.45,0.4,0.5,3.867,0.053,-0.053
0.55,0.5,0.6,4.185,0.058,-0.058
0.6499999999999999,0.6,0.7,4.686,0.06,-0.06
0.75,0.7,0.8,5.219,0.065,-0.065

