#: table_doi: 10.17182/hepdata.52667.v1/t99
#: name: Table 99
#: description: Differential cross section for the W range 2.71 to 2.72 GeV.

#: data_file: Table99.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.71-2.72
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.715 (BIN=2.71 TO 2.72)
#: SQRT(S) [GeV],,,2.71-2.72
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8300000000000001,-0.86,-0.8,0.2347,0.0305,-0.0305
-0.75,-0.8,-0.7,0.2171,0.0082,-0.0082
-0.6499999999999999,-0.7,-0.6,0.2101,0.0075,-0.0075
-0.55,-0.6,-0.5,0.1727,0.0066,-0.0066
-0.45,-0.5,-0.4,0.1073,0.0049,-0.0049
-0.35,-0.4,-0.3,0.08131,0.00434,-0.00434
-0.25,-0.3,-0.2,0.06393,0.00346,-0.00346
-0.15000000000000002,-0.2,-0.1,0.07259,0.00381,-0.00381
-0.05,-0.1,0.0,0.07528,0.00384,-0.00384
0.05,0.0,0.1,0.08694,0.00423,-0.00423
0.15000000000000002,0.1,0.2,0.1112,0.005,-0.005
0.25,0.2,0.3,0.1462,0.0059,-0.0059
0.35,0.3,0.4,0.189,0.0072,-0.0072
0.45,0.4,0.5,0.2483,0.009,-0.009
0.55,0.5,0.6,0.3279,0.0117,-0.0117
0.6499999999999999,0.6,0.7,0.5512,0.0163,-0.0163
0.75,0.7,0.8,1.305,0.032,-0.032
0.8500000000000001,0.8,0.9,4.248,0.105,-0.105
0.9199999999999999,0.9,0.94,11.64,0.588,-0.588

