#: table_doi: 10.17182/hepdata.52667.v1/t43
#: name: Table 43
#: description: Differential cross section for the W range 2.15 to 2.16 GeV.

#: data_file: Table43.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.15-2.16
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.155 (BIN=2.15 TO 2.16)
#: SQRT(S) [GeV],,,2.15-2.16
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8400000000000001,-0.88,-0.8,1.121,0.039,-0.039
-0.75,-0.8,-0.7,1.305,0.029,-0.029
-0.6499999999999999,-0.7,-0.6,1.217,0.026,-0.026
-0.55,-0.6,-0.5,1.121,0.026,-0.026
-0.45,-0.5,-0.4,1.129,0.024,-0.024
-0.35,-0.4,-0.3,1.229,0.024,-0.024
-0.25,-0.3,-0.2,1.362,0.025,-0.025
-0.15000000000000002,-0.2,-0.1,1.469,0.026,-0.026
-0.05,-0.1,0.0,1.545,0.028,-0.028
0.05,0.0,0.1,1.482,0.029,-0.029
0.15000000000000002,0.1,0.2,1.296,0.029,-0.029
0.25,0.2,0.3,1.164,0.028,-0.028
0.35,0.3,0.4,1.224,0.031,-0.031
0.45,0.4,0.5,1.456,0.034,-0.034
0.55,0.5,0.6,2.242,0.042,-0.042
0.6499999999999999,0.6,0.7,3.619,0.049,-0.049
0.75,0.7,0.8,6.583,0.061,-0.061
0.8500000000000001,0.8,0.9,12.02,0.115,-0.115

