#: table_doi: 10.17182/hepdata.52667.v1/t101
#: name: Table 101
#: description: Differential cross section for the W range 2.75 to 2.76 GeV.

#: data_file: Table101.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.75-2.76
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.755 (BIN=2.75 TO 2.76)
#: SQRT(S) [GeV],,,2.75-2.76
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.75,-0.8,-0.7,0.2006,0.0081,-0.0081
-0.6499999999999999,-0.7,-0.6,0.1856,0.0071,-0.0071
-0.55,-0.6,-0.5,0.15,0.0062,-0.0062
-0.45,-0.5,-0.4,0.09476,0.0046,-0.0046
-0.35,-0.4,-0.3,0.0689,0.00394,-0.00394
-0.25,-0.3,-0.2,0.05637,0.00326,-0.00326
-0.15000000000000002,-0.2,-0.1,0.05434,0.00316,-0.00316
-0.05,-0.1,0.0,0.06035,0.00332,-0.00332
0.05,0.0,0.1,0.07274,0.00378,-0.00378
0.15000000000000002,0.1,0.2,0.08523,0.00429,-0.00429
0.25,0.2,0.3,0.1357,0.0058,-0.0058
0.35,0.3,0.4,0.1654,0.0065,-0.0065
0.45,0.4,0.5,0.2258,0.0089,-0.0089
0.55,0.5,0.6,0.2732,0.0106,-0.0106
0.6499999999999999,0.6,0.7,0.4868,0.016,-0.016
0.75,0.7,0.8,1.126,0.029,-0.029
0.8500000000000001,0.8,0.9,3.742,0.103,-0.103
0.9299999999999999,0.9,0.96,12.8,1.2,-1.2

