#: table_doi: 10.17182/hepdata.52667.v1/t87
#: name: Table 87
#: description: Differential cross section for the W range 2.59 to 2.60 GeV.

#: data_file: Table87.yaml
#: keyword reactions: GAMMA P --> OMEGA P
#: keyword observables: DSIG/DCOSTHETA
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction
#: keyword cmenergies: 2.59-2.6
#: RE,,,GAMMA P --> OMEGA P
#: W [GEV],,,2.595 (BIN=2.59 TO 2.60)
#: SQRT(S) [GeV],,,2.59-2.6
"COS(THETA(P=3,RF=CM))","COS(THETA(P=3,RF=CM)) LOW","COS(THETA(P=3,RF=CM)) HIGH",D(SIG)/DCOS(THETA) [MUB],error +,error -
-0.8300000000000001,-0.86,-0.8,0.3322,0.0212,-0.0212
-0.75,-0.8,-0.7,0.3215,0.0114,-0.0114
-0.6499999999999999,-0.7,-0.6,0.2915,0.01,-0.01
-0.55,-0.6,-0.5,0.2515,0.0089,-0.0089
-0.45,-0.5,-0.4,0.1757,0.0076,-0.0076
-0.35,-0.4,-0.3,0.1254,0.006,-0.006
-0.25,-0.3,-0.2,0.1283,0.0059,-0.0059
-0.15000000000000002,-0.2,-0.1,0.1414,0.0063,-0.0063
-0.05,-0.1,0.0,0.1488,0.0065,-0.0065
0.05,0.0,0.1,0.1685,0.007,-0.007
0.15000000000000002,0.1,0.2,0.1912,0.0076,-0.0076
0.25,0.2,0.3,0.2197,0.0081,-0.0081
0.35,0.3,0.4,0.3047,0.0099,-0.0099
0.45,0.4,0.5,0.4141,0.0132,-0.0132
0.55,0.5,0.6,0.5172,0.0162,-0.0162
0.6499999999999999,0.6,0.7,0.8658,0.0223,-0.0223
0.75,0.7,0.8,1.745,0.036,-0.036
0.8500000000000001,0.8,0.9,4.913,0.096,-0.096
0.9199999999999999,0.9,0.94,14.09,0.56,-0.56

