#: name: Table 51
#: description: Differential cross section as a function of COS(THETA(K+,CM)) for the centre-of mass range 2.2 to 2.21 GeV.

#: data_file: Table51.yaml
#: keyword reactions: GAMMA P --> K+ SIGMA0
#: keyword observables: DSIG/DCOS(THETA)
#: keyword plabs: 2.111,2.134
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: RE,,,GAMMA P --> K+ SIGMA0
#: W [GeV],,,2.205 (2.2-2.21)
#: E(P=1) [GeV],,,2.123 (2.111-2.134)
'COS(THETA(P=3,RF=CM))','COS(THETA(P=3,RF=CM)) LOW','COS(THETA(P=3,RF=CM)) HIGH','D(SIG)/DCOS(THETA(P=3,RF=CM)) [MUB]','stat +','stat -','sys +','sys -'
-0.8999999999999999,-0.95,-0.85,0.4776,0.0572,-0.0572,0.048,-0.048
-0.8,-0.85,-0.75,0.4186,0.0327,-0.0327,0.042,-0.042
-0.7,-0.75,-0.65,0.3212,0.0221,-0.0221,0.0323,-0.0323
-0.6000000000000001,-0.65,-0.55,0.2324,0.0169,-0.0169,0.0234,-0.0234
-0.5,-0.55,-0.45,0.1751,0.0122,-0.0122,0.0177,-0.0177
-0.4,-0.45,-0.35,0.1472,0.0114,-0.0114,0.0149,-0.0149
-0.3,-0.35,-0.25,0.1356,0.0099,-0.0099,0.0138,-0.0138
-0.2,-0.25,-0.15,0.1842,0.0118,-0.0118,0.0187,-0.0187
-0.1,-0.15,-0.05,0.2606,0.014,-0.014,0.0265,-0.0265
0.0,-0.05,0.05,0.3222,0.0174,-0.0174,0.0327,-0.0327
0.1,0.05,0.15,0.3706,0.0153,-0.0153,0.0378,-0.0378
0.2,0.15,0.25,0.4675,0.0166,-0.0166,0.0477,-0.0477
0.3,0.25,0.35,0.5323,0.0188,-0.0188,0.0543,-0.0543
0.4,0.35,0.45,0.5966,0.0202,-0.0202,0.0609,-0.0609
0.5,0.45,0.55,0.7942,0.0236,-0.0236,0.0814,-0.0814
0.6000000000000001,0.55,0.65,0.9519,0.0266,-0.0266,0.0974,-0.0974
0.7,0.65,0.75,1.061,0.031,-0.031,0.108,-0.108
0.8,0.75,0.85,1.096,0.033,-0.033,0.112,-0.112
0.896,0.85,0.95,1.071,0.045,-0.045,0.108,-0.108

