#: name: Table 88
#: description: Differential cross section as a function of COS(THETA(K+,CM)) for the centre-of mass range 2.57 to 2.58 GeV.

#: data_file: Table88.yaml
#: keyword reactions: GAMMA P --> K+ SIGMA0
#: keyword observables: DSIG/DCOS(THETA)
#: keyword plabs: 3.052,3.079
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: RE,,,GAMMA P --> K+ SIGMA0
#: W [GeV],,,2.575 (2.57-2.58)
#: E(P=1) [GeV],,,3.065 (3.052-3.079)
'COS(THETA(P=3,RF=CM))','COS(THETA(P=3,RF=CM)) LOW','COS(THETA(P=3,RF=CM)) HIGH','D(SIG)/DCOS(THETA(P=3,RF=CM)) [MUB]','stat +','stat -','sys +','sys -'
-0.8999999999999999,-0.95,-0.85,0.2518,0.0686,-0.0686,0.0264,-0.0264
-0.8,-0.85,-0.75,0.1294,0.023,-0.023,0.0136,-0.0136
-0.7,-0.75,-0.65,0.1158,0.0191,-0.0191,0.0121,-0.0121
-0.598,-0.65,-0.55,0.07222,0.01269,-0.01269,0.0076,-0.0076
-0.5,-0.55,-0.45,0.05292,0.00855,-0.00855,0.0056,-0.0056
-0.4,-0.45,-0.35,0.04006,0.00671,-0.00671,0.00426,-0.00426
-0.3,-0.35,-0.25,0.03102,0.00505,-0.00505,0.00329,-0.00329
-0.2,-0.25,-0.15,0.02204,0.00411,-0.00411,0.00233,-0.00233
-0.1,-0.15,-0.05,0.02779,0.00464,-0.00464,0.00295,-0.00295
0.0,-0.05,0.05,0.03097,0.00407,-0.00407,0.0033,-0.0033
0.1,0.05,0.15,0.02498,0.00378,-0.00378,0.00266,-0.00266
0.2,0.15,0.25,0.02486,0.00322,-0.00322,0.00264,-0.00264
0.3,0.25,0.35,0.03906,0.00409,-0.00409,0.00416,-0.00416
0.4,0.35,0.45,0.06964,0.00494,-0.00494,0.0074,-0.0074
0.5,0.45,0.55,0.1639,0.0089,-0.0089,0.0175,-0.0175
0.6000000000000001,0.55,0.65,0.2682,0.0129,-0.0129,0.0286,-0.0286
0.7,0.65,0.75,0.4837,0.019,-0.019,0.0517,-0.0517
0.8,0.75,0.85,0.6688,0.0277,-0.0277,0.0715,-0.0715
0.885,0.85,0.95,0.8982,0.0648,-0.0648,0.0953,-0.0953

