#: name: Table 23
#: description: Differential cross section as a function of COS(THETA(K+,CM)) for the centre-of mass range 1.91 to 1.92 GeV.

#: data_file: Table23.yaml
#: keyword reactions: GAMMA P --> K+ SIGMA0
#: keyword observables: DSIG/DCOS(THETA)
#: keyword plabs: 1.476,1.496
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: RE,,,GAMMA P --> K+ SIGMA0
#: W [GeV],,,1.915 (1.91-1.92)
#: E(P=1) [GeV],,,1.486 (1.476-1.496)
'COS(THETA(P=3,RF=CM))','COS(THETA(P=3,RF=CM)) LOW','COS(THETA(P=3,RF=CM)) HIGH','D(SIG)/DCOS(THETA(P=3,RF=CM)) [MUB]','stat +','stat -','sys +','sys -'
-0.8,-0.85,-0.75,0.3307,0.0487,-0.0487,0.0322,-0.0322
-0.7,-0.75,-0.65,0.3468,0.0319,-0.0319,0.0338,-0.0338
-0.6000000000000001,-0.65,-0.55,0.4661,0.0333,-0.0333,0.0455,-0.0455
-0.5,-0.55,-0.45,0.6631,0.0371,-0.0371,0.0649,-0.0649
-0.4,-0.45,-0.35,0.8469,0.0364,-0.0364,0.083,-0.083
-0.3,-0.35,-0.25,1.089,0.037,-0.037,0.107,-0.107
-0.2,-0.25,-0.15,1.351,0.043,-0.043,0.133,-0.133
-0.1,-0.15,-0.05,1.537,0.047,-0.047,0.151,-0.151
0.0,-0.05,0.05,1.604,0.044,-0.044,0.158,-0.158
0.1,0.05,0.15,1.83,0.05,-0.05,0.18,-0.18
0.2,0.15,0.25,1.727,0.041,-0.041,0.17,-0.17
0.3,0.25,0.35,1.694,0.04,-0.04,0.167,-0.167
0.4,0.35,0.45,1.606,0.04,-0.04,0.158,-0.158
0.5,0.45,0.55,1.545,0.037,-0.037,0.152,-0.152
0.6000000000000001,0.55,0.65,1.543,0.038,-0.038,0.152,-0.152
0.7,0.65,0.75,1.435,0.037,-0.037,0.141,-0.141
0.8,0.75,0.85,1.348,0.042,-0.042,0.132,-0.132
0.898,0.85,0.95,1.224,0.05,-0.05,0.119,-0.119

